t,out2
23.4,37.882
23.404,37.876
23.407,37.871
23.412,37.866
23.417,37.86
23.422,37.855
23.428,37.851
23.434,37.847
23.442,37.843
23.45,37.838
23.459,37.832
23.47,37.824
23.483,37.814
23.5,37.801
23.505,37.797
23.51,37.794
23.516,37.791
23.523,37.789
23.531,37.788
23.539,37.787
23.55,37.786
23.562,37.783
23.576,37.78
23.594,37.773
23.6,37.771
23.604,37.769
23.608,37.767
23.613,37.765
23.618,37.763
23.624,37.76
23.628,37.757
23.628,37.757
23.632,37.755
23.632,37.755
23.636,37.753
23.641,37.75
23.649,37.745
23.659,37.738
23.671,37.73
23.685,37.719
23.7,37.707
23.705,37.702
23.71,37.698
23.717,37.692
23.724,37.686
23.732,37.678
23.741,37.669
23.752,37.658
23.765,37.644
23.78,37.627
23.8,37.604
23.805,37.598
23.811,37.593
23.818,37.588
23.825,37.583
23.834,37.58
23.844,37.577
23.856,37.572
23.87,37.565
23.888,37.555
23.9,37.547
23.904,37.545
23.908,37.542
23.913,37.538
23.919,37.534
23.925,37.53
23.926,37.529
23.926,37.529
23.93,37.526
23.93,37.526
23.935,37.522
23.94,37.518
23.95,37.51
23.96,37.501
23.973,37.489
23.988,37.475
24,37.463
24.004,37.459
24.008,37.455
24.013,37.45
24.018,37.444
24.024,37.438
24.03,37.43
24.037,37.422
24.045,37.413
24.054,37.402
24.065,37.389
24.078,37.372
24.094,37.352
24.1,37.343
24.103,37.339
24.107,37.335
24.111,37.331
24.115,37.326
24.12,37.322
24.125,37.319
24.131,37.316
24.138,37.312
24.142,37.31
24.142,37.31
24.149,37.306
24.151,37.304
24.151,37.304
24.158,37.3
24.164,37.296
24.176,37.287
24.189,37.277
24.2,37.269
24.203,37.266
24.206,37.263
24.21,37.26
24.214,37.256
24.219,37.252
24.224,37.248
24.229,37.243
24.234,37.238
24.241,37.232
24.248,37.225
24.256,37.217
24.265,37.207
24.275,37.196
24.288,37.182
24.3,37.168
24.305,37.163
24.309,37.158
24.315,37.153
24.319,37.151
24.319,37.151
24.322,37.149
24.322,37.149
24.325,37.148
24.328,37.146
24.334,37.145
24.343,37.144
24.352,37.145
24.364,37.146
24.377,37.146
24.394,37.144
24.4,37.143
24.404,37.142
24.409,37.142
24.414,37.14
24.42,37.139
24.427,37.137
24.434,37.135
24.442,37.132
24.452,37.128
24.463,37.123
24.477,37.116
24.493,37.106
24.5,37.102
24.503,37.1
24.506,37.099
24.51,37.097
24.514,37.096
24.519,37.095
24.523,37.095
24.528,37.095
24.534,37.094
24.54,37.093
24.546,37.092
24.546,37.092
24.553,37.09
24.556,37.09
24.556,37.09
24.562,37.088
24.568,37.086
24.58,37.082
24.593,37.077
24.6,37.074
24.603,37.072
24.606,37.071
24.61,37.069
24.614,37.067
24.619,37.064
24.624,37.062
24.629,37.059
24.634,37.055
24.641,37.051
24.648,37.047
24.656,37.041
24.665,37.034
24.676,37.026
24.688,37.016
24.7,37.006
24.706,37.001
24.706,37.001
24.706,37.001
24.709,36.999
24.709,36.999
24.712,36.997
24.715,36.996
24.72,36.994
24.729,36.993
24.739,36.993
24.75,36.997
24.763,37.004
24.781,37.01
24.8,37.015
24.809,37.017
24.818,37.018
24.83,37.019
24.844,37.019
24.862,37.017
24.885,37.012
24.9,37.008
24.905,37.007
24.907,37.006
24.907,37.006
24.91,37.006
24.91,37.006
24.913,37.006
24.916,37.005
24.921,37.004
24.93,37.002
24.94,37
24.951,36.996
24.965,36.991
24.981,36.984
25,36.974
25.005,36.972
25.009,36.969
25.015,36.965
25.017,36.964
25.017,36.964
25.02,36.962
25.02,36.962
25.024,36.96
25.027,36.958
25.033,36.953
25.042,36.946
25.053,36.939
25.065,36.929
25.079,36.916
25.098,36.9
25.1,36.897
25.108,36.89
25.116,36.884
25.126,36.877
25.137,36.868
25.151,36.856
25.168,36.841
25.19,36.819
25.2,36.809
25.205,36.804
25.209,36.8
25.214,36.797
25.218,36.794
25.224,36.791
25.229,36.788
25.236,36.785
25.238,36.783
25.238,36.783
25.246,36.779
25.246,36.778
25.246,36.778
25.252,36.775
25.258,36.771
25.269,36.763
25.281,36.754
25.296,36.742
25.3,36.738
25.304,36.735
25.309,36.731
25.314,36.726
25.32,36.721
25.326,36.715
25.334,36.708
25.342,36.7
25.351,36.69
25.362,36.679
25.375,36.665
25.391,36.647
25.4,36.635
25.405,36.63
25.41,36.625
25.416,36.62
25.421,36.617
25.421,36.617
25.427,36.614
25.427,36.614
25.434,36.612
25.44,36.611
25.451,36.611
25.463,36.61
25.477,36.608
25.495,36.604
25.5,36.602
25.504,36.601
25.507,36.6
25.512,36.598
25.516,36.597
25.522,36.595
25.527,36.592
25.534,36.59
25.541,36.586
25.549,36.582
25.558,36.577
25.568,36.571
25.581,36.563
25.596,36.552
25.6,36.549
25.603,36.547
25.606,36.545
25.61,36.543
25.614,36.542
25.618,36.541
25.623,36.54
25.628,36.539
25.633,36.539
25.639,36.538
25.646,36.537
25.654,36.535
25.662,36.533
25.667,36.532
25.667,36.532
25.676,36.529
25.685,36.526
25.696,36.521
25.7,36.52
25.704,36.518
25.708,36.516
25.712,36.514
25.717,36.511
25.723,36.508
25.729,36.505
25.736,36.501
25.743,36.496
25.752,36.49
25.761,36.484
25.773,36.475
25.787,36.464
25.8,36.453
25.804,36.45
25.807,36.447
25.812,36.445
25.817,36.442
25.822,36.441
25.828,36.44
25.835,36.44
25.842,36.442
25.85,36.445
25.859,36.451
25.87,36.461
25.884,36.477
25.9,36.502
25.904,36.508
25.908,36.514
25.912,36.522
25.917,36.53
25.923,36.538
25.929,36.547
25.936,36.556
25.936,36.556
25.936,36.556
25.944,36.566
25.946,36.57
25.946,36.57
25.952,36.577
25.959,36.585
25.971,36.598
25.984,36.612
26,36.626
26.005,36.63
26.009,36.634
26.015,36.638
26.021,36.643
26.027,36.647
26.035,36.652
26.044,36.657
26.054,36.662
26.065,36.668
26.079,36.673
26.097,36.677
26.1,36.678
26.104,36.679
26.108,36.681
26.113,36.683
26.119,36.686
26.124,36.691
26.131,36.697
26.138,36.705
26.146,36.715
26.156,36.726
26.167,36.739
26.181,36.752
26.197,36.767
26.2,36.769
26.205,36.773
26.21,36.777
26.216,36.781
26.223,36.786
26.231,36.79
26.239,36.795
26.249,36.8
26.261,36.805
26.275,36.81
26.292,36.815
26.3,36.816
26.306,36.817
26.313,36.818
26.322,36.818
26.331,36.818
26.343,36.818
26.357,36.816
26.374,36.813
26.396,36.806
26.4,36.805
26.404,36.803
26.407,36.802
26.412,36.8
26.417,36.798
26.422,36.795
26.428,36.792
26.435,36.789
26.437,36.788
26.437,36.788
26.444,36.784
26.445,36.783
26.445,36.783
26.451,36.779
26.457,36.776
26.469,36.768
26.481,36.759
26.497,36.747
26.5,36.745
26.504,36.741
26.509,36.737
26.514,36.733
26.52,36.728
26.526,36.722
26.534,36.715
26.535,36.714
26.535,36.714
26.543,36.706
26.55,36.7
26.557,36.692
26.566,36.683
26.577,36.672
26.589,36.658
26.6,36.645
26.604,36.641
26.608,36.637
26.613,36.633
26.618,36.629
26.624,36.626
26.631,36.623
26.638,36.622
26.646,36.622
26.656,36.621
26.667,36.62
26.68,36.618
26.697,36.613
26.7,36.612
26.704,36.611
26.709,36.611
26.714,36.611
26.719,36.611
26.725,36.613
26.732,36.616
26.74,36.621
26.748,36.628
26.758,36.636
26.77,36.644
26.784,36.654
26.8,36.663
26.804,36.665
26.808,36.667
26.813,36.669
26.818,36.671
26.824,36.674
26.83,36.676
26.837,36.678
26.845,36.681
26.854,36.683
26.864,36.684
26.877,36.686
26.892,36.686
26.9,36.686
26.907,36.685
26.915,36.684
26.925,36.682
26.936,36.68
26.949,36.676
26.966,36.67
26.987,36.661
27,36.654
27.004,36.652
27.008,36.649
27.013,36.647
27.018,36.643
27.023,36.64
27.03,36.636
27.032,36.634
27.032,36.634
27.037,36.63
27.037,36.63
27.042,36.627
27.048,36.623
27.058,36.615
27.068,36.606
27.081,36.595
27.097,36.58
27.1,36.578
27.104,36.574
27.108,36.57
27.112,36.566
27.117,36.561
27.122,36.555
27.128,36.549
27.135,36.542
27.142,36.534
27.15,36.525
27.16,36.514
27.17,36.502
27.184,36.486
27.2,36.465
27.205,36.459
27.21,36.454
27.216,36.448
27.223,36.443
27.23,36.44
27.239,36.437
27.248,36.434
27.26,36.429
27.274,36.423
27.291,36.414
27.3,36.409
27.303,36.407
27.307,36.405
27.31,36.403
27.315,36.4
27.319,36.397
27.324,36.394
27.329,36.39
27.335,36.386
27.342,36.381
27.345,36.379
27.345,36.379
27.352,36.373
27.355,36.371
27.355,36.371
27.361,36.365
27.367,36.36
27.38,36.349
27.393,36.337
27.4,36.33
27.404,36.326
27.407,36.323
27.411,36.319
27.416,36.314
27.421,36.308
27.427,36.303
27.433,36.296
27.439,36.289
27.447,36.28
27.455,36.27
27.465,36.258
27.477,36.244
27.491,36.226
27.5,36.215
27.503,36.211
27.506,36.207
27.51,36.203
27.514,36.199
27.519,36.196
27.523,36.192
27.528,36.19
27.534,36.187
27.54,36.186
27.547,36.186
27.555,36.186
27.564,36.187
27.575,36.186
27.587,36.186
27.6,36.184
27.605,36.183
27.61,36.183
27.615,36.185
27.622,36.187
27.629,36.19
27.637,36.196
27.646,36.205
27.657,36.218
27.67,36.238
27.686,36.267
27.7,36.298
27.705,36.31
27.71,36.321
27.715,36.333
27.715,36.333
27.719,36.341
27.719,36.341
27.722,36.349
27.726,36.357
27.733,36.372
27.743,36.391
27.754,36.411
27.766,36.434
27.782,36.461
27.8,36.488
27.804,36.493
27.807,36.498
27.811,36.504
27.816,36.51
27.821,36.516
27.827,36.523
27.833,36.531
27.839,36.538
27.839,36.538
27.846,36.546
27.849,36.548
27.849,36.548
27.855,36.555
27.861,36.561
27.873,36.571
27.886,36.582
27.9,36.593
27.906,36.597
27.911,36.602
27.918,36.609
27.918,36.609
27.925,36.616
27.929,36.621
27.929,36.621
27.935,36.627
27.942,36.633
27.954,36.644
27.968,36.655
27.986,36.667
28,36.675
28.006,36.679
28.013,36.683
28.021,36.692
28.03,36.703
28.041,36.718
28.054,36.739
28.072,36.764
28.1,36.8
28.103,36.804
28.107,36.809
28.111,36.814
28.115,36.821
28.12,36.828
28.125,36.836
28.131,36.845
28.137,36.855
28.143,36.866
28.151,36.877
28.16,36.889
28.17,36.903
28.182,36.918
28.196,36.934
28.2,36.939
28.205,36.944
28.21,36.949
28.216,36.955
28.216,36.955
28.216,36.955
28.22,36.958
28.22,36.958
28.223,36.961
28.226,36.964
28.233,36.97
28.242,36.977
28.253,36.984
28.265,36.992
28.28,37.001
28.3,37.009
28.304,37.01
28.309,37.012
28.314,37.013
28.32,37.015
28.324,37.016
28.324,37.016
28.329,37.017
28.329,37.017
28.333,37.018
28.337,37.018
28.346,37.019
28.356,37.02
28.368,37.02
28.383,37.019
28.4,37.016
28.405,37.015
28.41,37.015
28.416,37.016
28.419,37.017
28.419,37.017
28.424,37.018
28.424,37.018
28.429,37.02
28.434,37.021
28.444,37.022
28.454,37.023
28.467,37.024
28.483,37.023
28.5,37.021
28.505,37.02
28.51,37.02
28.517,37.022
28.518,37.022
28.518,37.022
28.523,37.024
28.523,37.024
28.529,37.027
28.535,37.03
28.545,37.035
28.556,37.039
28.57,37.043
28.587,37.047
28.6,37.048
28.604,37.049
28.608,37.05
28.614,37.052
28.62,37.055
28.626,37.059
28.634,37.064
28.642,37.068
28.651,37.073
28.663,37.078
28.676,37.082
28.692,37.086
28.7,37.088
28.704,37.089
28.709,37.09
28.714,37.093
28.72,37.096
28.725,37.099
28.725,37.099
28.73,37.103
28.73,37.103
28.736,37.106
28.741,37.109
28.751,37.115
28.762,37.12
28.776,37.125
28.792,37.129
28.8,37.131
28.805,37.132
28.81,37.133
28.817,37.133
28.824,37.134
28.832,37.134
28.842,37.134
28.853,37.133
28.866,37.131
28.882,37.128
28.9,37.122
28.903,37.121
28.907,37.12
28.911,37.12
28.915,37.12
28.92,37.121
28.926,37.122
28.931,37.124
28.938,37.127
28.945,37.129
28.949,37.13
28.949,37.13
28.957,37.132
28.964,37.134
28.973,37.135
28.982,37.136
28.993,37.136
29,37.136
29.003,37.136
29.006,37.136
29.01,37.136
29.014,37.135
29.018,37.135
29.023,37.134
29.028,37.133
29.033,37.132
29.039,37.131
29.046,37.129
29.053,37.127
29.062,37.124
29.072,37.121
29.083,37.116
29.097,37.109
29.1,37.108
29.103,37.106
29.106,37.105
29.11,37.104
29.114,37.103
29.118,37.103
29.123,37.103
29.128,37.104
29.133,37.106
29.139,37.109
29.146,37.113
29.154,37.119
29.155,37.121
29.155,37.121
29.164,37.129
29.171,37.137
29.179,37.146
29.189,37.157
29.2,37.169
29.203,37.173
29.206,37.177
29.21,37.181
29.214,37.185
29.218,37.189
29.223,37.194
29.228,37.199
29.233,37.204
29.239,37.209
29.246,37.214
29.253,37.22
29.262,37.227
29.272,37.233
29.283,37.24
29.297,37.247
29.3,37.248
29.303,37.25
29.303,37.25
29.306,37.251
29.306,37.251
29.308,37.253
29.311,37.255
29.317,37.26
29.326,37.269
29.335,37.281
29.347,37.298
29.36,37.322
29.377,37.355
29.4,37.403
29.403,37.409
29.407,37.416
29.411,37.424
29.415,37.432
29.42,37.441
29.425,37.451
29.431,37.461
29.437,37.471
29.44,37.477
29.44,37.477
29.447,37.487
29.447,37.487
29.453,37.498
29.46,37.508
29.47,37.523
29.482,37.539
29.497,37.558
29.5,37.561
29.504,37.566
29.507,37.57
29.512,37.575
29.516,37.581
29.521,37.586
29.526,37.592
29.532,37.599
29.539,37.605
29.546,37.613
29.555,37.62
29.564,37.628
29.576,37.637
29.589,37.646
29.6,37.653
29.604,37.655
29.607,37.657
29.612,37.661
29.617,37.666
29.622,37.671
29.628,37.678
29.634,37.687
29.634,37.687
29.639,37.694
29.639,37.694
29.644,37.702
29.649,37.71
29.659,37.726
29.669,37.741
29.682,37.759
29.698,37.778
29.7,37.781
29.704,37.786
29.709,37.791
29.714,37.797
29.719,37.802
29.725,37.809
29.732,37.815
29.733,37.816
29.733,37.816
29.74,37.822
29.741,37.824
29.741,37.824
29.747,37.829
29.754,37.834
29.765,37.842
29.778,37.851
29.794,37.859
29.8,37.862
29.803,37.864
29.807,37.866
29.811,37.869
29.815,37.872
29.82,37.877
29.825,37.882
29.831,37.889
29.837,37.897
29.844,37.907
29.852,37.917
29.861,37.928
29.871,37.941
29.884,37.954
29.9,37.969
29.905,37.974
29.909,37.979
29.915,37.985
29.921,37.993
29.922,37.995
29.922,37.995
29.926,38.001
29.926,38.001
29.929,38.007
29.933,38.013
29.94,38.026
29.95,38.042
29.96,38.06
29.973,38.079
29.989,38.102
30,38.116
30.005,38.123
30.011,38.13
30.018,38.138
30.026,38.146
30.035,38.155
30.045,38.165
30.057,38.176
30.072,38.187
30.091,38.2
30.1,38.205
30.105,38.207
30.109,38.211
30.115,38.216
30.118,38.219
30.118,38.219
30.122,38.223
30.122,38.223
30.126,38.227
30.13,38.232
30.138,38.24
30.147,38.25
30.159,38.26
30.172,38.271
30.188,38.283
30.2,38.291
30.204,38.293
30.208,38.295
30.213,38.298
30.219,38.301
30.225,38.303
30.228,38.305
30.228,38.305
30.234,38.307
30.234,38.307
30.239,38.309
30.245,38.311
30.255,38.313
30.266,38.316
30.28,38.318
30.297,38.318
30.3,38.318
30.305,38.319
30.31,38.319
30.316,38.321
30.322,38.324
30.329,38.328
30.337,38.332
30.346,38.335
30.357,38.339
30.37,38.342
30.386,38.345
30.4,38.346
30.404,38.346
30.407,38.347
30.412,38.348
30.417,38.35
30.422,38.353
30.428,38.358
30.435,38.363
30.442,38.369
30.45,38.375
30.46,38.382
30.471,38.389
30.485,38.396
30.5,38.403
30.503,38.404
30.506,38.405
30.51,38.406
30.513,38.407
30.518,38.409
30.522,38.41
30.527,38.411
30.532,38.412
30.538,38.413
30.544,38.414
30.551,38.415
30.559,38.415
30.568,38.415
30.576,38.415
30.576,38.415
30.586,38.414
30.597,38.413
30.6,38.412
30.603,38.412
30.606,38.411
30.61,38.41
30.613,38.409
30.618,38.408
30.622,38.407
30.627,38.405
30.632,38.404
30.637,38.402
30.644,38.399
30.65,38.397
30.658,38.393
30.667,38.389
30.677,38.383
30.69,38.376
30.7,38.37
30.704,38.367
30.708,38.365
30.713,38.363
30.718,38.362
30.724,38.362
30.727,38.362
30.727,38.362
30.73,38.363
30.73,38.363
30.734,38.364
30.737,38.365
30.745,38.368
30.754,38.375
30.765,38.385
30.777,38.401
30.793,38.426
30.8,38.44
30.804,38.448
30.809,38.457
30.814,38.467
30.82,38.477
30.827,38.489
30.834,38.501
30.843,38.515
30.852,38.529
30.864,38.546
30.878,38.564
30.895,38.584
30.9,38.59
30.903,38.594
30.907,38.598
30.911,38.603
30.915,38.609
30.92,38.617
30.925,38.625
30.931,38.635
30.937,38.646
30.94,38.651
30.94,38.651
30.946,38.662
30.946,38.662
30.953,38.672
30.959,38.682
30.97,38.698
30.982,38.715
30.997,38.733
31,38.737
31.004,38.742
31.007,38.746
31.012,38.751
31.017,38.756
31.022,38.761
31.027,38.767
31.033,38.773
31.04,38.779
31.048,38.785
31.057,38.792
31.067,38.8
31.079,38.808
31.094,38.816
31.1,38.819
31.103,38.82
31.106,38.822
31.11,38.825
31.114,38.828
31.119,38.832
31.123,38.837
31.129,38.843
31.134,38.85
31.141,38.859
31.148,38.87
31.152,38.876
31.152,38.876
31.16,38.888
31.167,38.897
31.175,38.908
31.184,38.92
31.195,38.933
31.2,38.938
31.203,38.942
31.207,38.945
31.21,38.949
31.215,38.954
31.219,38.958
31.224,38.962
31.229,38.967
31.235,38.972
31.241,38.977
31.248,38.983
31.256,38.988
31.265,38.994
31.276,39
31.289,39.007
31.3,39.012
31.304,39.014
31.309,39.016
31.314,39.02
31.32,39.025
31.325,39.03
31.325,39.03
31.329,39.034
31.329,39.034
31.333,39.039
31.337,39.045
31.346,39.057
31.355,39.073
31.367,39.095
31.381,39.12
31.397,39.15
31.4,39.156
31.406,39.166
31.411,39.175
31.411,39.175
31.415,39.182
31.415,39.182
31.419,39.189
31.423,39.196
31.432,39.209
31.441,39.223
31.453,39.24
31.467,39.258
31.484,39.278
31.5,39.294
31.504,39.298
31.508,39.302
31.512,39.308
31.518,39.315
31.523,39.324
31.529,39.334
31.536,39.345
31.544,39.358
31.553,39.371
31.564,39.385
31.576,39.401
31.591,39.419
31.6,39.429
31.603,39.433
31.607,39.437
31.611,39.442
31.616,39.449
31.621,39.455
31.626,39.462
31.632,39.47
31.639,39.478
31.647,39.486
31.655,39.496
31.665,39.505
31.677,39.516
31.691,39.528
31.7,39.535
31.704,39.537
31.708,39.54
31.713,39.543
31.718,39.546
31.724,39.549
31.725,39.55
31.725,39.55
31.727,39.551
31.727,39.551
31.73,39.553
31.732,39.554
31.737,39.556
31.745,39.56
31.755,39.563
31.765,39.567
31.778,39.57
31.793,39.572
31.8,39.573
31.803,39.573
31.807,39.574
31.811,39.574
31.816,39.574
31.821,39.574
31.826,39.573
31.832,39.573
31.834,39.573
31.834,39.573
31.839,39.572
31.839,39.572
31.843,39.571
31.847,39.571
31.856,39.569
31.866,39.566
31.878,39.563
31.892,39.558
31.9,39.554
31.904,39.553
31.908,39.552
31.913,39.551
31.918,39.551
31.924,39.552
31.931,39.554
31.938,39.555
31.947,39.557
31.956,39.558
31.968,39.559
31.981,39.559
31.998,39.557
32,39.557
32.005,39.557
32.01,39.557
32.016,39.558
32.022,39.561
32.029,39.565
32.037,39.571
32.047,39.578
32.057,39.586
32.07,39.595
32.086,39.603
32.1,39.61
32.103,39.611
32.107,39.612
32.111,39.614
32.115,39.615
32.12,39.617
32.125,39.618
32.131,39.619
32.137,39.621
32.14,39.621
32.14,39.621
32.147,39.622
32.147,39.622
32.153,39.623
32.16,39.623
32.171,39.624
32.183,39.623
32.198,39.621
32.2,39.621
32.205,39.62
32.209,39.619
32.215,39.618
32.22,39.616
32.227,39.615
32.234,39.612
32.242,39.609
32.251,39.606
32.262,39.601
32.275,39.594
32.291,39.585
32.3,39.58
32.304,39.577
32.309,39.575
32.314,39.574
32.32,39.573
32.327,39.573
32.335,39.575
32.343,39.578
32.353,39.583
32.365,39.589
32.379,39.594
32.397,39.599
32.4,39.599
32.404,39.6
32.407,39.601
32.411,39.601
32.416,39.602
32.42,39.602
32.426,39.602
32.431,39.603
32.438,39.603
32.445,39.602
32.447,39.602
32.447,39.602
32.455,39.601
32.462,39.601
32.469,39.599
32.478,39.597
32.489,39.595
32.5,39.591
32.504,39.59
32.507,39.588
32.511,39.587
32.516,39.585
32.521,39.583
32.526,39.581
32.532,39.578
32.538,39.574
32.546,39.571
32.554,39.566
32.563,39.56
32.574,39.553
32.587,39.544
32.6,39.534
32.605,39.531
32.609,39.528
32.615,39.526
32.621,39.524
32.627,39.523
32.635,39.524
32.643,39.527
32.653,39.532
32.665,39.54
32.678,39.549
32.697,39.559
32.7,39.561
32.704,39.563
32.709,39.565
32.714,39.567
32.719,39.569
32.725,39.572
32.728,39.573
32.728,39.573
32.733,39.574
32.733,39.574
32.738,39.575
32.742,39.577
32.752,39.579
32.762,39.58
32.775,39.581
32.79,39.581
32.8,39.581
32.803,39.58
32.807,39.58
32.811,39.579
32.815,39.579
32.82,39.578
32.825,39.577
32.83,39.576
32.836,39.574
32.843,39.572
32.851,39.569
32.86,39.566
32.87,39.562
32.882,39.556
32.896,39.549
32.9,39.547
32.903,39.545
32.906,39.544
32.91,39.542
32.914,39.541
32.919,39.541
32.923,39.541
32.929,39.542
32.934,39.543
32.94,39.545
32.945,39.545
32.945,39.545
32.951,39.546
32.952,39.547
32.952,39.547
32.958,39.547
32.964,39.548
32.975,39.548
32.987,39.548
33,39.547
33.004,39.546
33.008,39.546
33.012,39.545
33.017,39.544
33.022,39.543
33.028,39.541
33.035,39.539
33.042,39.537
33.05,39.534
33.06,39.53
33.071,39.525
33.085,39.518
33.1,39.51
33.105,39.507
33.111,39.505
33.115,39.504
33.115,39.504
33.119,39.503
33.119,39.503
33.123,39.503
33.128,39.504
33.136,39.506
33.146,39.512
33.158,39.519
33.172,39.528
33.188,39.536
33.2,39.541
33.207,39.543
33.214,39.545
33.223,39.548
33.234,39.55
33.247,39.551
33.262,39.552
33.282,39.551
33.3,39.548
33.304,39.548
33.307,39.548
33.312,39.548
33.317,39.549
33.322,39.55
33.327,39.551
33.334,39.552
33.34,39.553
33.34,39.553
33.347,39.554
33.351,39.554
33.351,39.554
33.358,39.554
33.364,39.554
33.376,39.554
33.39,39.552
33.4,39.55
33.403,39.55
33.407,39.549
33.41,39.548
33.415,39.547
33.419,39.545
33.424,39.544
33.43,39.542
33.436,39.54
33.442,39.537
33.45,39.534
33.458,39.53
33.468,39.525
33.479,39.519
33.493,39.51
33.5,39.506
33.504,39.503
33.508,39.501
33.514,39.499
33.519,39.498
33.525,39.498
33.525,39.498
33.529,39.498
33.529,39.498
33.533,39.499
33.537,39.5
33.544,39.504
33.554,39.509
33.565,39.514
33.578,39.519
33.594,39.524
33.6,39.525
33.605,39.526
33.61,39.527
33.616,39.528
33.618,39.528
33.618,39.528
33.622,39.529
33.622,39.529
33.626,39.529
33.63,39.529
33.639,39.529
33.649,39.529
33.661,39.528
33.675,39.526
33.692,39.521
33.7,39.519
33.704,39.518
33.707,39.517
33.712,39.517
33.717,39.518
33.722,39.519
33.728,39.521
33.735,39.524
33.742,39.526
33.751,39.529
33.761,39.531
33.772,39.533
33.786,39.535
33.8,39.535
33.803,39.535
33.807,39.536
33.811,39.537
33.815,39.538
33.82,39.54
33.825,39.543
33.83,39.545
33.836,39.548
33.842,39.55
33.842,39.55
33.849,39.553
33.851,39.553
33.851,39.553
33.857,39.555
33.863,39.557
33.874,39.559
33.887,39.561
33.9,39.562
33.904,39.562
33.908,39.562
33.912,39.562
33.918,39.562
33.923,39.561
33.929,39.56
33.936,39.56
33.943,39.558
33.952,39.556
33.962,39.554
33.974,39.55
33.988,39.544
34,39.539
34.004,39.537
34.009,39.536
34.014,39.535
34.02,39.535
34.026,39.536
34.034,39.539
34.042,39.543
34.051,39.55
34.062,39.558
34.075,39.566
34.092,39.575
34.1,39.579
34.104,39.58
34.108,39.582
34.113,39.584
34.118,39.585
34.125,39.587
34.127,39.588
34.127,39.588
34.132,39.589
34.132,39.589
34.136,39.59
34.141,39.591
34.15,39.592
34.16,39.593
34.173,39.593
34.187,39.592
34.2,39.591
34.204,39.59
34.207,39.589
34.212,39.589
34.216,39.587
34.222,39.586
34.227,39.584
34.234,39.582
34.241,39.58
34.249,39.577
34.258,39.573
34.269,39.568
34.281,39.562
34.297,39.553
34.3,39.55
34.304,39.548
34.308,39.546
34.314,39.544
34.319,39.543
34.325,39.543
34.326,39.543
34.326,39.543
34.329,39.544
34.329,39.544
34.333,39.545
34.337,39.545
34.344,39.546
34.353,39.547
34.364,39.547
34.377,39.546
34.392,39.545
34.4,39.543
34.403,39.543
34.406,39.542
34.41,39.541
34.414,39.54
34.419,39.539
34.424,39.537
34.429,39.535
34.435,39.533
34.442,39.531
34.449,39.527
34.452,39.526
34.452,39.526
34.46,39.522
34.467,39.519
34.476,39.514
34.485,39.508
34.497,39.501
34.5,39.499
34.503,39.497
34.507,39.495
34.511,39.494
34.515,39.492
34.519,39.492
34.524,39.491
34.529,39.492
34.535,39.492
34.542,39.493
34.549,39.493
34.557,39.492
34.567,39.492
34.578,39.49
34.591,39.487
34.6,39.485
34.605,39.484
34.61,39.484
34.616,39.484
34.617,39.485
34.617,39.485
34.621,39.485
34.621,39.485
34.625,39.487
34.629,39.489
34.636,39.493
34.646,39.502
34.657,39.514
34.671,39.531
34.688,39.555
34.7,39.572
34.705,39.579
34.71,39.586
34.715,39.593
34.715,39.593
34.719,39.598
34.719,39.598
34.723,39.603
34.727,39.608
34.735,39.617
34.745,39.628
34.757,39.64
34.77,39.652
34.787,39.666
34.8,39.675
34.804,39.678
34.808,39.682
34.814,39.687
34.819,39.693
34.825,39.7
34.833,39.708
34.84,39.716
34.85,39.724
34.86,39.734
34.873,39.744
34.888,39.754
34.9,39.762
34.904,39.764
34.909,39.768
34.914,39.773
34.92,39.778
34.927,39.785
34.935,39.792
34.943,39.799
34.953,39.807
34.965,39.815
34.979,39.824
34.996,39.833
35,39.835
35.004,39.836
35.009,39.838
35.014,39.84
35.02,39.842
35.021,39.842
35.021,39.842
35.024,39.843
35.024,39.843
35.028,39.844
35.031,39.845
35.038,39.847
35.047,39.848
35.057,39.849
35.069,39.85
35.084,39.85
35.1,39.848
35.106,39.847
35.111,39.846
35.118,39.844
35.126,39.842
35.135,39.84
35.146,39.836
35.158,39.831
35.174,39.824
35.193,39.813
35.2,39.809
35.204,39.807
35.207,39.805
35.211,39.803
35.216,39.802
35.221,39.802
35.226,39.802
35.231,39.802
35.238,39.802
35.244,39.801
35.244,39.801
35.251,39.8
35.256,39.799
35.256,39.799
35.263,39.798
35.269,39.797
35.281,39.794
35.295,39.789
35.3,39.788
35.304,39.786
35.309,39.784
35.314,39.782
35.32,39.779
35.326,39.776
35.333,39.772
35.342,39.768
35.351,39.762
35.362,39.755
35.375,39.746
35.391,39.735
35.4,39.727
35.403,39.725
35.406,39.722
35.411,39.72
35.415,39.718
35.42,39.717
35.425,39.716
35.43,39.716
35.436,39.716
35.443,39.718
35.451,39.722
35.46,39.726
35.47,39.731
35.482,39.736
35.497,39.74
35.5,39.741
35.503,39.742
35.507,39.743
35.511,39.743
35.515,39.744
35.52,39.745
35.525,39.745
35.53,39.746
35.537,39.746
35.542,39.746
35.542,39.746
35.549,39.746
35.55,39.746
35.55,39.746
35.556,39.745
35.562,39.745
35.573,39.743
35.586,39.74
35.6,39.736
35.604,39.735
35.609,39.734
35.614,39.732
35.619,39.73
35.626,39.727
35.633,39.724
35.64,39.72
