t,out0
5.1288,34.496
5.1576,34.491
5.1925,34.484
5.2,34.483
5.2373,34.479
5.2739,34.475
5.3,34.473
5.3288,34.472
5.3633,34.472
5.4,34.472
5.4327,34.473
5.4613,34.475
5.4913,34.478
5.5,34.479
5.5434,34.483
5.5703,34.487
5.5973,34.491
5.6,34.492
5.6137,34.494
5.6569,34.502
5.6901,34.508
5.7,34.51
5.7426,34.52
5.7692,34.526
5.7959,34.533
5.8,34.534
5.8207,34.539
5.8643,34.551
5.9,34.561
5.9328,34.571
5.9624,34.58
5.9926,34.589
6,34.591
6.0369,34.603
6.0763,34.616
6.1,34.624
6.1291,34.633
6.1658,34.646
6.2,34.657
6.2346,34.669
6.2668,34.68
6.3,34.692
6.3314,34.703
6.3623,34.713
6.3946,34.725
6.4,34.727
6.4268,34.736
6.4656,34.749
6.5,34.761
6.54,34.774
6.5757,34.786
6.6,34.794
6.6277,34.804
6.6636,34.815
6.7,34.827
6.7355,34.838
6.7668,34.848
6.796,34.857
6.8,34.858
6.8198,34.864
6.8601,34.876
6.9,34.887
6.933,34.896
6.9659,34.905
7,34.914
7.0344,34.923
7.0673,34.931
7.1,34.939
7.1317,34.947
7.1639,34.954
7.2,34.962
7.234,34.969
7.2649,34.976
7.2951,34.982
7.3,34.983
7.3245,34.988
7.3662,34.995
7.3932,35
7.3932,35
7.3932,35
7.4,35.001
7.4068,35.002
7.4204,35.005
7.4477,35.009
7.5,35.017
7.5474,35.024
7.5833,35.029
7.6,35.031
7.638,35.036
7.6842,35.041
7.7,35.043
7.7289,35.046
7.765,35.049
7.8,35.053
7.8365,35.056
7.8699,35.058
7.9,35.06
7.9301,35.062
7.9632,35.064
8,35.066
8.0351,35.068
8.0659,35.069
8.0951,35.07
8.1,35.071
8.1245,35.071
8.1656,35.073
8.2,35.073
8.2393,35.074
8.2754,35.074
8.3,35.075
8.3281,35.075
8.3647,35.075
8.4,35.075
8.4362,35.075
8.4691,35.074
8.5,35.074
8.5303,35.073
8.5629,35.073
8.6,35.072
8.6349,35.071
8.6653,35.07
8.6945,35.069
8.7,35.069
8.7277,35.068
8.7691,35.067
8.8,35.066
8.8363,35.064
8.8741,35.063
8.9,35.062
8.93,35.061
8.9675,35.059
9,35.058
9.0347,35.056
9.0695,35.054
9.1,35.053
9.1313,35.052
9.1653,35.05
9.2,35.048
9.2341,35.047
9.2663,35.045
9.3,35.043
9.332,35.042
9.3633,35.04
9.396,35.039
9.4,35.038
9.4201,35.037
9.4605,35.035
9.5,35.034
9.532,35.032
9.5641,35.031
9.6,35.029
9.6351,35.027
9.6668,35.026
9.6968,35.024
9.7,35.024
9.716,35.024
9.7572,35.022
9.8,35.02
9.8274,35.019
9.8549,35.018
9.8903,35.016
9.9,35.016
9.9449,35.014
9.9751,35.013
10,35.012
10.037,35.011
10.085,35.009
10.1,35.008
10.129,35.007
10.165,35.006
10.2,35.005
10.236,35.004
10.27,35.003
10.3,35.002
10.33,35.001
10.364,35.001
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.387,35
10.388,35
10.388,35
10.389,35
10.39,35
10.393,35
10.399,35
10.4,35
10.405,35
10.423,34.999
10.459,34.998
10.5,34.997
10.548,34.996
10.58,34.996
10.6,34.995
10.639,34.995
10.678,34.994
10.7,34.994
10.737,34.993
10.784,34.993
10.8,34.992
10.83,34.992
10.867,34.992
10.9,34.991
10.936,34.991
10.971,34.991
11,34.991
11.031,34.99
11.066,34.99
11.1,34.99
11.135,34.99
11.168,34.99
11.2,34.99
11.231,34.99
11.264,34.989
11.3,34.989
11.334,34.989
11.366,34.989
11.396,34.989
11.4,34.989
11.419,34.989
11.46,34.989
11.5,34.99
11.531,34.99
11.562,34.99
11.6,34.99
11.636,34.99
11.667,34.99
11.696,34.99
11.7,34.99
11.722,34.99
11.765,34.991
11.8,34.991
11.841,34.991
11.869,34.991
11.9,34.991
11.935,34.991
11.972,34.992
12,34.992
12.031,34.992
12.068,34.992
12.1,34.993
12.134,34.993
12.169,34.993
12.2,34.993
12.232,34.993
12.266,34.994
12.3,34.994
12.334,34.994
12.367,34.994
12.4,34.995
12.432,34.995
12.464,34.995
12.5,34.995
12.534,34.996
12.565,34.996
12.595,34.996
12.6,34.996
12.624,34.996
12.666,34.996
12.7,34.997
12.74,34.997
12.77,34.997
12.8,34.997
12.835,34.997
12.873,34.998
12.9,34.998
12.931,34.998
12.969,34.998
13,34.998
13.034,34.999
13.07,34.999
13.1,34.999
13.132,34.999
13.167,34.999
13.2,34.999
13.234,34.999
13.268,35
13.3,35
13.332,35
13.365,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.38,35
13.381,35
13.381,35
13.382,35
13.385,35
13.389,35
13.398,35
13.4,35
13.411,35
13.442,35
13.5,35
13.528,35
13.556,35.001
13.595,35.001
13.6,35.001
13.624,35.001
13.668,35.001
13.7,35.001
13.74,35.001
13.772,35.001
13.8,35.001
13.835,35.001
13.876,35.001
13.9,35.001
13.931,35.001
13.971,35.001
14,35.001
14.035,35.001
14.073,35.001
14.1,35.001
14.131,35.001
14.169,35.001
14.2,35.002
14.234,35.002
14.271,35.002
14.3,35.002
14.332,35.002
14.368,35.002
14.4,35.002
14.434,35.002
14.469,35.002
14.5,35.002
14.532,35.001
14.566,35.001
14.6,35.001
14.634,35.001
14.666,35.001
14.7,35.001
14.732,35.001
14.764,35.001
14.8,35.001
14.834,35.001
14.864,35.001
14.895,35.001
14.9,35.001
14.924,35.001
14.966,35.001
15,35.001
15.04,35.001
15.077,35.001
15.1,35.001
15.128,35.001
15.166,35.001
15.2,35.001
15.237,35.001
15.272,35.001
15.3,35.001
15.329,35.001
15.364,35.001
15.4,35.001
15.436,35.001
15.469,35.001
15.5,35.001
15.53,35.001
15.563,35.001
15.6,35.001
15.635,35.001
15.666,35.001
15.696,35
15.7,35
15.72,35
15.761,35
15.8,35
15.84,35
15.873,35
15.9,35
15.928,35
15.962,35
16,35
16.038,35
16.07,35
16.1,35
16.129,35
16.162,35
16.2,35
16.236,35
16.267,35
16.295,35
16.3,35
16.325,35
16.367,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.381,35
16.382,35
16.383,35
16.384,35
16.388,35
16.394,35
16.4,35
16.419,35
16.457,35
16.5,35
16.543,35
16.576,35
16.6,35
16.636,35
16.682,35
16.7,35
16.73,35
16.77,35
16.8,35
16.835,35
16.873,35
16.9,35
16.931,35
16.968,35
17,35
17.035,35
17.07,35
17.1,35
17.132,35
17.166,35
17.2,35
17.234,35
17.268,35
17.3,35
17.332,35
17.365,35
17.4,35
17.434,35
17.465,35
17.496,35
17.5,35
17.518,35
17.559,35
17.6,35
17.63,35
17.66,35
17.695,35
17.7,35
17.724,35
17.766,35
17.8,35
17.839,35
17.877,35
17.9,35
17.928,35
17.966,35
18,35
18.037,35
18.072,35
18.1,35
18.13,35
18.165,35
18.2,35
18.236,35
18.269,35
18.3,35
18.331,35
18.364,35
18.4,35
18.435,35
18.466,35
18.496,35
18.5,35
18.519,35
18.561,35
18.6,35
18.64,35
18.671,35
18.7,35
18.728,35
18.761,35
18.8,35
18.837,35
18.868,35
18.896,35
18.9,35
18.921,35
18.963,35
19,35
19.041,35
19.068,35
19.095,35
19.1,35
19.123,35
19.17,35
19.2,35
19.239,35
19.28,35
19.3,35
19.329,35
19.332,35
19.332,35
19.332,35
19.371,35
19.4,35
19.454,35
19.484,35
19.5,35
19.54,35
19.574,35
19.6,35
19.636,35
19.68,35
19.7,35
19.73,35
19.77,35
19.8,35
19.835,35
19.873,35
19.9,35
19.931,35
19.968,35
20,35
20.035,35
20.071,35
20.1,35
20.131,35
20.167,35
20.2,35
20.234,35
20.268,35
20.3,35
20.332,35
20.365,35
20.4,35
20.434,35
20.466,35
20.5,35
20.532,35
20.564,35
20.596,35
20.6,35
20.619,35
20.66,35
20.7,35
20.732,35
20.763,35
20.8,35
20.836,35
20.867,35
20.896,35
20.9,35
20.918,35
20.96,35
21,35
21.03,35
21.061,35
21.096,35
21.1,35
21.122,35
21.163,35
21.2,35
21.24,35
21.274,35
21.3,35
21.328,35
21.364,35
21.4,35
21.437,35
21.47,35
21.5,35
21.53,35
21.563,35
21.6,35
21.636,35
21.668,35
21.697,35
21.7,35
21.717,35
21.758,35
21.8,35
21.829,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.847,35
21.848,35
21.848,35
21.848,35
21.849,35
21.85,35
21.853,35
21.858,35
21.869,35
21.89,35
21.9,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.928,35
21.929,35
21.93,35
21.933,35
21.939,35
21.95,35
21.971,35
22,35
22.058,35
22.09,35
22.1,35
22.14,35
22.172,35
22.2,35
22.236,35
22.277,35
22.3,35
22.331,35
22.371,35
22.4,35
22.435,35
22.474,35
22.5,35
22.531,35
22.569,35
22.6,35
22.634,35
22.671,35
22.7,35
22.732,35
22.768,35
22.8,35
22.834,35
22.869,35
22.9,35
22.932,35
22.966,35
23,35
23.034,35
23.066,35
23.1,35
23.132,35
23.164,35
23.2,35
23.234,35
23.264,35
23.295,35
23.3,35
23.323,35
23.365,35
23.4,35
23.44,35
23.469,35
23.5,35
23.535,35
23.572,35
23.6,35
23.631,35
23.668,35
23.7,35
23.734,35
23.769,35
23.8,35
23.832,35
23.866,35
23.9,35
23.934,35
23.967,35
24,35
24.032,35
24.065,35
24.1,35
24.134,35
24.165,35
24.196,35
24.2,35
24.22,35
24.261,35
24.3,35
24.34,35
24.372,35
24.4,35
24.428,35
24.462,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.478,35
24.479,35
24.479,35
24.48,35
24.483,35
24.487,35
24.497,35
24.5,35
24.516,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.52,35
24.521,35
24.522,35
24.525,35
24.53,35
24.541,35
24.561,35
24.6,35
24.68,35
24.7,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.715,35
24.716,35
24.717,35
24.72,35
24.725,35
24.735,35
24.754,35
24.794,35
24.8,35
24.832,35
24.9,35
24.936,35
24.972,35
25,35
25.038,35
25.083,35
25.1,35
25.129,35
25.166,35
25.2,35
25.237,35
25.272,35
25.3,35
25.33,35
25.365,35
25.4,35
25.436,35
25.469,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.49,35
25.491,35
25.491,35
25.492,35
25.493,35
25.497,35
25.5,35
25.51,35
25.53,35
25.569,35
25.6,35
25.675,35
25.7,35
25.729,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.753,35
25.754,35
25.754,35
25.755,35
25.757,35
25.761,35
25.768,35
25.784,35
25.8,35
25.847,35
25.9,35
25.927,35
25.954,35
25.991,35
26,35
26.045,35
26.075,35
26.1,35
26.137,35
26.185,35
26.2,35
26.229,35
26.266,35
26.3,35
26.336,35
26.371,35
26.4,35
26.43,35
26.465,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.471,35
26.472,35
26.473,35
26.475,35
26.48,35
26.489,35
26.5,35
26.529,35
26.587,35
26.6,35
26.662,35
26.7,35
26.734,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.763,35
26.764,35
26.764,35
26.765,35
26.767,35
26.771,35
26.778,35
26.794,35
26.8,35
26.831,35
26.9,35
26.924,35
26.949,35
26.987,35
27,35
27.046,35
27.078,35
27.1,35
27.139,35
27.181,35
27.2,35
27.238,35
27.276,35
27.3,35
27.336,35
27.382,35
27.4,35
27.43,35
27.469,35
27.5,35
27.535,35
27.573,35
27.6,35
27.631,35
27.668,35
27.7,35
27.735,35
27.77,35
27.8,35
27.831,35
27.866,35
27.9,35
27.934,35
27.967,35
28,35
28.032,35
28.065,35
28.1,35
28.134,35
28.165,35
28.196,35
28.2,35
28.219,35
28.26,35
28.3,35
28.332,35
28.363,35
28.4,35
28.436,35
28.467,35
28.496,35
28.5,35
28.519,35
28.561,35
28.6,35
28.639,35
28.671,35
28.697,35
28.7,35
28.714,35
28.755,35
28.79,35
28.8,35
28.84,35
28.872,35
28.9,35
28.936,35
28.977,35
29,35
29.031,35
29.071,35
29.1,35
29.135,35
29.173,35
29.2,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.214,35
29.215,35
29.216,35
29.218,35
29.222,35
29.231,35
29.247,35
29.281,35
29.3,35
29.384,35
29.4,35
29.431,35
29.47,35
29.5,35
29.534,35
29.572,35
29.6,35
29.632,35
29.668,35
29.7,35
29.734,35
29.769,35
29.8,35
29.832,35
29.867,35
29.9,35
29.934,35
29.967,35
30,35
30.032,35
30.065,35
30.1,35
30.134,35
30.165,35
30.196,35
30.2,35
30.218,35
30.259,35
30.3,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.311,35
30.312,35
30.312,35
30.313,35
30.315,35
30.32,35
30.329,35
30.346,35
30.381,35
30.4,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.423,35
30.424,35
30.424,35
30.426,35
30.428,35
30.433,35
30.443,35
30.464,35
30.5,35
30.554,35
30.582,35
30.6,35
30.639,35
30.678,35
30.7,35
30.737,35
30.783,35
30.8,35
30.83,35
30.868,35
30.9,35
30.936,35
30.972,35
31,35
31.031,35
31.066,35
31.1,35
31.135,35
31.169,35
31.2,35
31.231,35
31.265,35
31.3,35
31.334,35
31.366,35
31.4,35
31.432,35
31.463,35
31.496,35
31.5,35
31.518,35
31.559,35
31.6,35
31.63,35
31.661,35
31.696,35
31.7,35
31.721,35
31.762,35
31.8,35
31.839,35
31.873,35
31.9,35
31.928,35
31.963,35
32,35
32.037,35
32.07,35
32.1,35
32.13,35
32.162,35
32.2,35
32.236,35
32.267,35
32.296,35
32.3,35
32.322,35
32.364,35
32.4,35
32.441,35
32.469,35
32.497,35
32.5,35
32.515,35
32.563,35
32.6,35
32.636,35
32.668,35
32.697,35
32.7,35
32.716,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.749,35
32.75,35
32.75,35
32.752,35
32.755,35
32.762,35
32.776,35
32.8,35
32.851,35
32.9,35
32.93,35
32.959,35
32.996,35
33,35
33.019,35
33.061,35
33.1,35
33.139,35
33.171,35
33.197,35
33.2,35
33.214,35
33.256,35
33.3,35
33.326,35
33.351,35
33.387,35
33.4,35
33.446,35
33.477,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.487,35
33.488,35
33.488,35
33.488,35
33.489,35
33.49,35
33.493,35
33.498,35
33.5,35
33.508,35
33.528,35
33.568,35
33.6,35
33.656,35
33.683,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.691,35
33.692,35
33.692,35
33.692,35
33.692,35
33.694,35
33.696,35
33.7,35
33.709,35
33.726,35
33.76,35
33.8,35
33.848,35
33.881,35
33.9,35
33.939,35
33.977,35
34,35
34.036,35
34.083,35
34.1,35
34.13,35
34.168,35
34.2,35
34.236,35
34.272,35
34.3,35
34.331,35
34.366,35
34.4,35
34.435,35
34.469,35
34.5,35
34.531,35
34.565,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.597,35
34.598,35
34.599,35
34.6,35
34.603,35
34.61,35
34.623,35
34.649,35
34.7,35
34.735,35
34.771,35
34.8,35
34.835,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.854,35
34.855,35
34.857,35
34.86,35
34.867,35
34.88,35
34.9,35
34.946,35
34.989,35
35,35
35.039,35
35.081,35
35.1,35
35.128,35
35.166,35
35.2,35
35.237,35
35.272,35
35.3,35
35.329,35
35.365,35
35.4,35
35.436,35
35.469,35
35.5,35
35.531,35
35.564,35
35.6,35
35.635,35
35.667,35
35.696,35
35.7,35
35.718,35
35.759,35
35.8,35
35.83,35
35.86,35
35.895,35
35.9,35
35.923,35
35.965,35
36,35
36.04,35
36.076,35
36.1,35
36.128,35
36.165,35
36.2,35
36.237,35
36.272,35
36.3,35
36.329,35
36.364,35
36.4,35
36.436,35
36.469,35
36.5,35
36.531,35
36.563,35
36.6,35
36.635,35
36.666,35
36.696,35
36.7,35
36.722,35
36.764,35
36.8,35
36.841,35
36.869,35
36.897,35
36.9,35
36.914,35
36.962,35
37,35
37.035,35
37.065,35
37.094,35
37.1,35
37.118,35
37.118,35
37.118,35
37.148,35
37.179,35
37.2,35
37.269,35
37.3,35
37.334,35
37.37,35
37.4,35
37.432,35
37.468,35
37.5,35
37.533,35
37.568,35
37.6,35
37.633,35
37.666,35
37.7,35
37.733,35
37.766,35
37.8,35
37.833,35
37.864,35
37.896,35
37.9,35
37.92,35
37.961,35
38,35
38.032,35
38.064,35
38.1,35
38.135,35
38.167,35
38.197,35
38.2,35
38.215,35
38.257,35
38.3,35
38.326,35
38.353,35
38.388,35
38.4,35
38.446,35
38.477,35
38.5,35
38.538,35
38.58,35
38.6,35
38.637,35
38.683,35
38.7,35
38.73,35
38.767,35
38.8,35
38.836,35
38.872,35
38.9,35
38.93,35
38.966,35
39,35
39.035,35
39.069,35
39.1,35
39.131,35
39.165,35
39.2,35
39.235,35
39.266,35
39.3,35
39.332,35
39.363,35
39.396,35
39.4,35
39.419,35
39.459,35
39.5,35
39.531,35
39.561,35
39.596,35
39.6,35
39.619,35
39.66,35
39.7,35
39.73,35
39.761,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.773,35
39.774,35
39.775,35
39.777,35
39.782,35
39.791,35
39.8,35
39.827,35
39.882,35
39.9,35
39.949,35
39.982,35
40,35
40.039,35
40.077,35
40.1,35
40.136,35
40.183,35
40.2,35
40.23,35
40.268,35
40.3,35
40.335,35
40.372,35
40.4,35
40.431,35
40.467,35
40.5,35
40.535,35
40.569,35
40.6,35
40.631,35
40.665,35
40.7,35
40.734,35
40.767,35
40.8,35
40.832,35
40.864,35
40.9,35
40.934,35
40.965,35
40.995,35
41,35
41.025,35
41.067,35
41.1,35
41.139,35
41.178,35
41.2,35
41.228,35
41.266,35
41.3,35
41.337,35
41.372,35
41.4,35
41.43,35
41.465,35
41.5,35
41.536,35
41.569,35
41.6,35
41.631,35
41.664,35
41.7,35
41.735,35
41.767,35
41.797,35
41.8,35
41.816,35
41.857,35
41.9,35
41.928,35
41.955,35
41.991,35
42,35
42.045,35
42.075,35
42.1,35
42.137,35
42.185,35
42.2,35
42.229,35
42.266,35
42.3,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
42.305,35
