t,out1
1.9151,39.068
1.9215,39.077
1.9279,39.086
1.9279,39.086
1.935,39.096
1.9419,39.104
1.9498,39.114
1.9589,39.124
1.9694,39.136
1.9818,39.148
1.997,39.161
2,39.164
2.0066,39.169
2.0131,39.174
2.0148,39.175
2.0148,39.175
2.0227,39.18
2.0297,39.184
2.0378,39.189
2.0471,39.194
2.058,39.199
2.0709,39.204
2.0868,39.208
2.1,39.211
2.1045,39.212
2.1089,39.213
2.1146,39.216
2.1208,39.22
2.1277,39.225
2.1355,39.233
2.1443,39.242
2.1547,39.254
2.167,39.267
2.1821,39.284
2.2,39.303
2.2042,39.308
2.2042,39.308
2.2112,39.316
2.2177,39.325
2.222,39.332
2.222,39.332
2.2294,39.344
2.2369,39.356
2.2509,39.379
2.2662,39.404
2.2858,39.436
2.3,39.458
2.3044,39.465
2.3088,39.472
2.3146,39.481
2.3209,39.49
2.3258,39.497
2.3258,39.497
2.3329,39.506
2.3395,39.515
2.3471,39.524
2.3557,39.534
2.3643,39.544
2.3643,39.544
2.3742,39.554
2.3841,39.564
2.4,39.577
2.4067,39.583
2.4082,39.585
2.4082,39.585
2.4149,39.592
2.4216,39.598
2.4291,39.606
2.4377,39.614
2.4476,39.622
2.4584,39.63
2.4584,39.63
2.47,39.639
2.4799,39.645
2.4799,39.645
2.4915,39.651
2.5,39.655
2.5053,39.658
2.5106,39.661
2.5171,39.667
2.5243,39.674
2.5324,39.684
2.5416,39.695
2.5526,39.709
2.5659,39.724
2.5821,39.741
2.6,39.758
2.6078,39.765
2.6157,39.774
2.6262,39.787
2.6385,39.802
2.6534,39.818
2.6735,39.837
2.7,39.859
2.7058,39.863
2.7116,39.866
2.7136,39.868
2.7136,39.868
2.7213,39.872
2.7291,39.876
2.743,39.883
2.7586,39.889
2.7789,39.894
2.8,39.897
2.8057,39.897
2.8114,39.897
2.812,39.897
2.812,39.897
2.8197,39.897
2.8262,39.897
2.8339,39.896
2.8355,39.896
2.8355,39.896
2.8441,39.895
2.8528,39.893
2.8691,39.889
2.8875,39.883
2.9,39.878
2.9046,39.876
2.9091,39.874
2.9152,39.872
2.9218,39.869
2.9292,39.866
2.9377,39.861
2.9474,39.856
2.9588,39.85
2.9724,39.841
2.9893,39.829
3,39.821
3.0047,39.818
3.0095,39.815
3.0156,39.813
3.0223,39.811
3.023,39.811
3.023,39.811
3.0305,39.808
3.0371,39.807
3.0448,39.804
3.0464,39.804
3.0464,39.804
3.0551,39.8
3.0638,39.797
3.08,39.789
3.1,39.778
3.1066,39.774
3.1132,39.77
3.1217,39.765
3.1222,39.764
3.1222,39.764
3.1317,39.757
3.1413,39.75
3.1593,39.736
3.18,39.718
3.2,39.699
3.2052,39.694
3.2104,39.69
3.2177,39.686
3.2256,39.683
3.2347,39.681
3.2454,39.679
3.258,39.677
3.2741,39.672
3.2944,39.664
3.3,39.662
3.3049,39.66
3.3098,39.658
3.316,39.655
3.3229,39.652
3.3306,39.649
3.3394,39.645
3.3495,39.639
3.3616,39.632
3.3761,39.623
3.3942,39.611
3.4,39.606
3.4044,39.603
3.4089,39.599
3.4146,39.595
3.4207,39.589
3.4272,39.584
3.4272,39.584
3.4341,39.578
3.4408,39.572
3.4486,39.565
3.4573,39.556
3.4656,39.548
3.4656,39.548
3.4758,39.537
3.4859,39.527
3.5,39.511
3.506,39.504
3.5119,39.497
3.5138,39.495
3.5138,39.495
3.5215,39.486
3.5283,39.478
3.5363,39.468
3.5453,39.457
3.5559,39.443
3.5684,39.426
3.5837,39.406
3.6,39.383
3.605,39.376
3.6101,39.37
3.6165,39.363
3.6235,39.357
3.6314,39.353
3.6404,39.348
3.6509,39.344
3.6637,39.338
3.6794,39.33
3.7,39.318
3.7013,39.317
3.7013,39.317
3.7087,39.313
3.7153,39.311
3.7185,39.311
3.7185,39.311
3.7261,39.31
3.7337,39.31
3.7476,39.309
3.763,39.308
3.782,39.305
3.8,39.302
3.8056,39.3
3.8111,39.299
3.8166,39.297
3.8166,39.297
3.8241,39.295
3.8315,39.292
3.8454,39.287
3.8609,39.279
3.881,39.268
3.9,39.256
3.9061,39.252
3.9122,39.249
3.9207,39.244
3.9302,39.239
3.9414,39.233
3.9548,39.224
3.9713,39.212
3.9923,39.196
4,39.19
4.0062,39.185
4.0074,39.184
4.0074,39.184
4.0136,39.179
4.0198,39.175
4.0273,39.169
4.0279,39.169
4.0279,39.169
4.0363,39.162
4.0447,39.155
4.0598,39.142
4.0769,39.126
4.1,39.103
4.1095,39.092
4.1191,39.082
4.1322,39.067
4.1476,39.049
4.1673,39.025
4.1931,38.991
4.2,38.982
4.2044,38.976
4.2087,38.971
4.2145,38.965
4.2206,38.959
4.2276,38.952
4.2354,38.945
4.2443,38.935
4.2546,38.925
4.2668,38.911
4.2816,38.895
4.3,38.873
4.3048,38.867
4.3096,38.861
4.3157,38.853
4.3222,38.845
4.3238,38.843
4.3238,38.843
4.3312,38.833
4.3378,38.825
4.3455,38.814
4.3478,38.811
4.3478,38.811
4.3566,38.799
4.3653,38.787
4.3818,38.763
4.4,38.736
4.4052,38.729
4.4105,38.721
4.4171,38.71
4.4209,38.705
4.4209,38.705
4.4282,38.693
4.435,38.682
4.443,38.67
4.452,38.655
4.4625,38.638
4.475,38.617
4.4902,38.591
4.5,38.574
4.5049,38.566
4.5098,38.559
4.516,38.551
4.5228,38.543
4.5305,38.536
4.5392,38.528
4.5493,38.52
4.5615,38.509
4.5762,38.496
4.5947,38.477
4.6,38.472
4.6053,38.467
4.6106,38.463
4.6173,38.458
4.6185,38.458
4.6185,38.458
4.6259,38.455
4.6326,38.453
4.6385,38.452
4.6385,38.452
4.6462,38.45
4.654,38.448
4.6686,38.445
4.6848,38.44
4.7,38.436
4.7059,38.434
4.7119,38.431
4.7121,38.431
4.7121,38.431
4.7199,38.428
4.7265,38.425
4.7343,38.422
4.738,38.42
4.738,38.42
4.7468,38.415
4.7556,38.41
4.7728,38.399
4.7922,38.386
4.8,38.38
4.8077,38.375
4.8154,38.371
4.8263,38.369
4.8385,38.368
4.8556,38.365
4.8819,38.358
4.9,38.351
4.9052,38.349
4.9103,38.348
4.9161,38.348
4.9224,38.348
4.9295,38.348
4.9376,38.349
4.9468,38.349
4.9575,38.348
4.9703,38.347
4.9859,38.344
5,38.341
5.0053,38.339
5.0105,38.337
5.0172,38.335
5.0173,38.335
5.0173,38.335
5.0247,38.332
5.0311,38.329
5.0333,38.328
5.0333,38.328
5.0408,38.325
5.0484,38.321
5.0618,38.313
5.0769,38.304
5.0963,38.291
5.1,38.288
5.1061,38.284
5.1061,38.284
5.1131,38.278
5.1196,38.273
5.1254,38.268
5.1254,38.268
5.133,38.261
5.1405,38.255
5.1551,38.241
5.1713,38.225
5.1926,38.203
5.2,38.195
5.205,38.19
5.2101,38.185
5.2168,38.18
5.2189,38.179
5.2189,38.179
5.2262,38.175
5.2329,38.172
5.2406,38.168
5.2443,38.166
5.2443,38.166
5.2531,38.162
5.2618,38.156
5.2788,38.146
5.2979,38.132
5.3,38.13
5.3051,38.127
5.3102,38.124
5.3161,38.121
5.3225,38.118
5.3298,38.115
5.338,38.111
5.3474,38.106
5.3584,38.1
5.3716,38.091
5.3877,38.08
5.4,38.071
5.4046,38.068
5.4091,38.065
5.4149,38.063
5.4213,38.061
5.4253,38.06
5.4253,38.06
5.4324,38.06
5.4391,38.059
5.4468,38.058
5.4468,38.058
5.4468,38.058
5.4555,38.057
5.4642,38.056
5.4797,38.052
5.4974,38.046
5.5,38.045
5.5049,38.043
5.5098,38.041
5.5155,38.038
5.5217,38.035
5.5287,38.032
5.5365,38.028
5.5455,38.022
5.5559,38.016
5.5682,38.008
5.5832,37.997
5.6,37.984
5.6055,37.98
5.611,37.977
5.6156,37.975
5.6156,37.975
5.6226,37.973
5.6291,37.972
5.6301,37.972
5.6301,37.972
5.6376,37.972
5.6451,37.973
5.6586,37.973
5.6728,37.971
5.6911,37.968
5.7,37.966
5.7048,37.965
5.7097,37.964
5.7162,37.962
5.7197,37.96
5.7197,37.96
5.7267,37.958
5.7333,37.955
5.7407,37.952
5.7407,37.952
5.7483,37.948
5.7559,37.944
5.7711,37.936
5.7879,37.925
5.8,37.917
5.8055,37.913
5.811,37.911
5.8183,37.909
5.8263,37.907
5.8356,37.906
5.8464,37.904
5.8594,37.9
5.8752,37.895
5.8953,37.886
5.9,37.884
5.9234,37.88
5.9445,37.884
5.965,37.886
5.9855,37.885
6,37.883
6.0075,37.882
6.015,37.88
6.0255,37.878
6.0375,37.874
6.0521,37.868
6.0703,37.86
6.094,37.847
6.1,37.843
6.1047,37.84
6.1095,37.837
6.1156,37.833
6.1223,37.828
6.1239,37.827
6.1239,37.827
6.1314,37.821
6.1381,37.816
6.146,37.809
6.155,37.802
6.1654,37.793
6.1777,37.782
6.1927,37.767
6.2,37.76
6.2048,37.755
6.2097,37.75
6.2158,37.743
6.2225,37.736
6.23,37.727
6.2386,37.718
6.2485,37.706
6.2601,37.692
6.2741,37.675
6.2914,37.652
6.3,37.641
6.3045,37.635
6.309,37.63
6.3149,37.624
6.3212,37.619
6.3284,37.615
6.3364,37.611
6.3457,37.607
6.3564,37.602
6.3694,37.596
6.3854,37.588
6.4,37.579
6.4048,37.576
6.4096,37.573
6.4157,37.569
6.4218,37.565
6.4218,37.565
6.4285,37.56
6.435,37.555
6.4391,37.552
6.4391,37.552
6.4466,37.547
6.454,37.54
6.4679,37.529
6.4833,37.515
6.5,37.498
6.5066,37.492
6.5132,37.485
6.5217,37.476
6.5314,37.465
6.5427,37.453
6.5563,37.437
6.5731,37.416
6.5945,37.389
6.6,37.382
6.6078,37.372
6.6157,37.365
6.626,37.358
6.638,37.351
6.6516,37.343
6.6743,37.329
6.7,37.31
6.7048,37.306
6.7097,37.302
6.7162,37.296
6.7199,37.293
6.7199,37.293
6.727,37.287
6.7337,37.28
6.7414,37.273
6.7479,37.267
6.7479,37.267
6.7566,37.258
6.7654,37.249
6.7829,37.231
6.8,37.211
6.8049,37.206
6.8098,37.2
6.8161,37.192
6.823,37.184
6.8307,37.174
6.8396,37.163
6.8498,37.15
6.8619,37.134
6.8766,37.114
6.895,37.088
6.9,37.081
6.9055,37.073
6.911,37.066
6.917,37.06
6.917,37.06
6.924,37.054
6.9307,37.05
6.9384,37.044
6.9387,37.044
6.9387,37.044
6.9473,37.038
6.956,37.032
6.9714,37.02
6.9889,37.006
7,36.996
7.0049,36.992
7.0098,36.987
7.0163,36.981
7.0216,36.976
7.0216,36.976
7.0287,36.969
7.0355,36.962
7.0434,36.954
7.0524,36.944
7.0629,36.932
7.0752,36.918
7.0903,36.9
7.1,36.889
7.1058,36.882
7.1116,36.876
7.1163,36.872
7.1163,36.872
7.1237,36.867
7.1307,36.863
7.1388,36.858
7.1479,36.853
7.1585,36.846
7.171,36.837
7.1863,36.826
7.2,36.815
7.2052,36.811
7.2104,36.808
7.217,36.805
7.2242,36.803
7.2324,36.802
7.2418,36.802
7.2528,36.802
7.266,36.801
7.2826,36.8
7.3,36.798
7.3057,36.798
7.3114,36.798
7.3147,36.799
7.3147,36.799
7.3221,36.801
7.3288,36.804
7.3367,36.808
7.3382,36.809
7.3382,36.809
7.3471,36.814
7.356,36.818
7.3723,36.825
7.3906,36.832
7.4,36.836
7.4076,36.838
7.4083,36.838
7.4083,36.838
7.4159,36.84
7.4235,36.842
7.4387,36.844
7.4568,36.846
7.4808,36.844
7.5,36.841
7.5003,36.841
7.5003,36.841
7.5073,36.84
7.5141,36.841
7.5219,36.843
7.5275,36.844
7.5275,36.844
7.5365,36.847
7.5455,36.85
7.5624,36.853
7.5814,36.855
7.6,36.855
7.6039,36.855
7.6078,36.854
7.613,36.854
7.6185,36.853
7.6246,36.852
7.6313,36.851
7.6389,36.849
7.6476,36.847
7.6576,36.844
7.6693,36.839
7.6835,36.833
7.7,36.825
7.7044,36.823
7.7089,36.821
7.7143,36.819
7.7203,36.817
7.7269,36.814
7.7282,36.814
7.7282,36.814
7.7356,36.811
7.7422,36.808
7.7499,36.804
7.7518,36.803
7.7518,36.803
7.7606,36.799
7.7693,36.794
7.7855,36.784
7.8,36.774
7.8047,36.771
7.8093,36.768
7.8152,36.763
7.8215,36.758
7.8287,36.753
7.8367,36.746
7.8459,36.738
7.8567,36.728
7.8695,36.716
7.8851,36.7
7.9,36.685
7.9047,36.68
7.9093,36.676
7.9153,36.672
7.9217,36.668
7.9248,36.667
7.9248,36.667
7.932,36.665
7.9387,36.664
7.946,36.663
7.946,36.663
7.9537,36.662
7.9613,36.661
7.9763,36.658
7.993,36.653
8,36.65
8.0058,36.648
8.0116,36.646
8.0194,36.642
8.0279,36.638
8.0379,36.633
8.0495,36.626
8.0636,36.617
8.0811,36.605
8.1,36.59
8.1049,36.587
8.1098,36.584
8.1163,36.581
8.1233,36.579
8.1312,36.579
8.1402,36.579
8.1507,36.579
8.1635,36.579
8.1791,36.577
8.2,36.573
8.2052,36.571
8.2105,36.57
8.2171,36.567
8.2184,36.567
8.2184,36.567
8.2257,36.564
8.2322,36.562
8.2372,36.56
8.2372,36.56
8.2448,36.556
8.2524,36.552
8.2667,36.544
8.2827,36.535
8.3,36.523
8.3052,36.519
8.3104,36.515
8.3172,36.51
8.3194,36.508
8.3194,36.508
8.3267,36.502
8.3335,36.496
8.3413,36.49
8.3503,36.482
8.3606,36.472
8.3729,36.46
8.3877,36.445
8.4,36.432
8.4046,36.427
8.4091,36.423
8.4149,36.419
8.4211,36.415
8.4281,36.412
8.4359,36.409
8.4449,36.405
8.4554,36.4
8.4678,36.393
8.4829,36.384
8.5,36.373
8.5048,36.37
8.5095,36.368
8.5155,36.366
8.522,36.365
8.5241,36.364
8.5241,36.364
8.5314,36.364
8.538,36.364
8.5448,36.365
8.5448,36.365
8.5525,36.365
8.5602,36.365
8.5752,36.364
8.5918,36.361
8.6,36.359
8.6061,36.358
8.6099,36.357
8.6099,36.357
8.616,36.355
8.6221,36.354
8.6297,36.351
8.6382,36.348
8.6408,36.347
8.6408,36.347
8.6506,36.342
8.6605,36.337
8.6798,36.327
8.7,36.314
8.7072,36.31
8.7145,36.307
8.7217,36.306
8.7217,36.306
8.7314,36.306
8.7411,36.308
8.7573,36.309
8.7758,36.309
8.8,36.306
8.8047,36.306
8.8094,36.306
8.8156,36.307
8.8223,36.308
8.8299,36.31
8.8386,36.312
8.8486,36.314
8.8604,36.315
8.8747,36.315
8.8924,36.314
8.9,36.313
8.9064,36.313
8.9128,36.312
8.9213,36.311
8.9309,36.309
8.9422,36.306
8.9558,36.302
8.9725,36.296
8.9939,36.286
9,36.283
9.0044,36.281
9.0088,36.278
9.0144,36.275
9.0205,36.271
9.0273,36.267
9.0285,36.266
9.0285,36.266
9.0361,36.261
9.0429,36.256
9.0509,36.25
9.06,36.243
9.0706,36.234
9.0832,36.224
9.1,36.208
9.1042,36.204
9.1084,36.2
9.1134,36.195
9.1189,36.19
9.1249,36.184
9.1316,36.177
9.139,36.169
9.1476,36.159
9.1574,36.148
9.1689,36.135
9.1827,36.118
9.2,36.097
9.2042,36.092
9.2084,36.087
9.2135,36.082
9.219,36.078
9.2251,36.074
9.2319,36.071
9.233,36.071
9.233,36.071
9.2406,36.069
9.2475,36.067
9.2554,36.065
9.2644,36.063
9.2749,36.061
9.2872,36.058
9.3,36.054
9.3049,36.053
9.3098,36.051
9.3158,36.049
9.3223,36.047
9.3297,36.044
9.338,36.04
9.3475,36.035
9.3587,36.029
9.3721,36.022
9.3885,36.011
9.4,36.003
9.4045,36
9.4089,35.997
9.4147,35.995
9.4209,35.994
9.4277,35.993
9.4277,35.993
9.4346,35.994
9.4414,35.996
9.4493,35.999
9.458,36.002
9.4682,36.006
9.48,36.009
9.4942,36.012
9.5,36.013
9.505,36.014
9.51,36.015
9.5163,36.015
9.5232,36.015
9.5309,36.015
9.5398,36.015
9.55,36.014
9.5621,36.012
9.5768,36.008
9.5952,36.003
9.6,36.001
9.6076,35.999
9.6152,35.998
9.6251,36
9.6364,36.005
9.6497,36.012
9.6696,36.022
9.6945,36.031
9.7,36.033
9.7053,36.034
9.7105,36.035
9.7173,36.037
9.7187,36.037
9.7187,36.037
9.7261,36.038
9.7328,36.038
9.7406,36.039
9.749,36.039
9.749,36.039
9.7578,36.038
9.7666,36.037
9.7842,36.034
9.8,36.03
9.807,36.028
9.8139,36.026
9.8231,36.022
9.8336,36.018
9.8461,36.012
9.8612,36.004
9.8726,35.997
9.8726,35.997
9.8917,35.984
9.9,35.978
9.9066,35.974
9.9092,35.972
9.9092,35.972
9.9157,35.97
9.9223,35.968
9.9301,35.968
9.9389,35.967
9.949,35.967
9.9517,35.966
9.9517,35.966
9.9638,35.965
9.9759,35.962
9.9782,35.962
9.9782,35.962
10,35.955
10.005,35.953
10.01,35.952
10.016,35.949
10.023,35.946
10.031,35.942
10.04,35.938
10.05,35.932
10.062,35.924
10.077,35.915
10.095,35.901
10.1,35.898
10.105,35.894
10.11,35.891
10.116,35.889
10.122,35.886
10.126,35.885
10.126,35.885
10.133,35.883
10.14,35.88
10.148,35.878
10.157,35.874
10.168,35.869
10.18,35.863
10.195,35.854
10.2,35.852
10.205,35.849
10.209,35.846
10.215,35.842
10.221,35.838
10.228,35.833
10.236,35.827
10.244,35.82
10.255,35.812
10.267,35.802
10.281,35.788
10.3,35.77
10.306,35.764
10.313,35.76
10.318,35.757
10.318,35.757
10.327,35.754
10.335,35.752
10.349,35.752
10.365,35.751
10.384,35.749
10.4,35.747
10.404,35.747
10.409,35.746
10.414,35.745
10.42,35.744
10.427,35.742
10.428,35.742
10.428,35.742
10.436,35.74
10.442,35.737
10.451,35.734
10.46,35.731
10.47,35.726
10.483,35.719
10.5,35.71
10.505,35.707
10.509,35.705
10.515,35.702
10.521,35.698
10.528,35.694
10.536,35.69
10.545,35.684
10.556,35.677
10.568,35.668
10.583,35.657
10.6,35.643
10.605,35.639
10.61,35.635
10.616,35.632
10.623,35.63
10.624,35.63
10.624,35.63
10.632,35.63
10.639,35.63
10.646,35.631
10.655,35.632
10.663,35.633
10.663,35.633
10.673,35.635
10.684,35.636
10.7,35.637
10.704,35.638
10.709,35.638
10.714,35.638
10.72,35.638
10.727,35.637
10.734,35.637
10.742,35.636
10.752,35.634
10.763,35.631
10.777,35.627
10.793,35.621
10.8,35.619
10.805,35.617
10.809,35.616
10.815,35.615
10.822,35.616
10.824,35.616
10.824,35.616
10.831,35.618
10.838,35.621
10.844,35.623
10.844,35.623
10.852,35.626
10.859,35.629
10.874,35.633
10.89,35.636
10.9,35.638
10.905,35.638
10.91,35.638
10.916,35.638
10.924,35.638
10.932,35.638
10.941,35.637
10.951,35.635
10.964,35.632
10.98,35.627
11,35.62
11.005,35.618
11.01,35.617
11.016,35.616
11.022,35.617
11.022,35.617
11.029,35.619
11.036,35.621
11.043,35.624
11.044,35.624
11.044,35.624
11.052,35.627
11.061,35.629
11.076,35.633
11.094,35.634
11.1,35.635
11.106,35.635
11.109,35.635
11.109,35.635
11.116,35.634
11.122,35.634
11.129,35.633
11.138,35.632
11.146,35.63
11.146,35.63
11.156,35.628
11.165,35.625
11.185,35.617
11.188,35.616
11.188,35.616
11.2,35.611
11.206,35.608
11.212,35.607
11.219,35.607
11.226,35.608
11.235,35.61
11.245,35.613
11.258,35.615
11.273,35.617
11.292,35.617
11.3,35.617
11.304,35.617
11.308,35.617
11.314,35.619
11.32,35.62
11.327,35.623
11.329,35.623
11.329,35.623
11.336,35.626
11.343,35.628
11.351,35.63
11.36,35.632
11.371,35.633
11.384,35.634
11.4,35.634
11.405,35.634
11.409,35.633
11.415,35.633
11.421,35.632
11.427,35.63
11.435,35.629
11.444,35.627
11.454,35.624
11.465,35.619
11.479,35.613
11.497,35.605
11.5,35.603
11.505,35.601
11.51,35.599
11.516,35.598
11.522,35.598
11.526,35.599
11.526,35.599
11.534,35.601
11.54,35.603
11.548,35.607
11.557,35.611
11.568,35.616
11.58,35.621
11.595,35.627
11.6,35.629
11.606,35.631
11.612,35.632
11.619,35.634
11.627,35.636
11.637,35.638
11.648,35.639
11.661,35.64
11.677,35.639
11.7,35.636
11.705,35.635
11.71,35.635
11.716,35.636
11.722,35.638
11.73,35.642
11.739,35.648
11.749,35.654
11.76,35.662
11.775,35.67
11.793,35.679
11.8,35.682
11.804,35.683
11.809,35.685
11.814,35.686
11.821,35.688
11.827,35.689
11.827,35.689
11.833,35.69
11.84,35.691
11.848,35.692
11.857,35.693
11.867,35.693
11.879,35.692
11.894,35.69
11.9,35.689
11.908,35.687
11.916,35.685
11.927,35.682
11.928,35.681
11.928,35.681
11.941,35.677
11.953,35.672
11.968,35.664
11.988,35.653
12,35.645
12.005,35.642
12.011,35.639
12.018,35.638
12.026,35.637
12.035,35.639
12.046,35.641
12.059,35.644
12.074,35.647
12.096,35.649
12.1,35.649
12.105,35.649
12.109,35.649
12.115,35.649
12.121,35.649
12.127,35.648
12.135,35.647
12.143,35.646
12.153,35.643
12.165,35.641
12.179,35.637
12.196,35.631
12.2,35.63
12.205,35.628
12.21,35.627
12.215,35.624
12.222,35.622
12.226,35.62
12.226,35.62
12.233,35.616
12.24,35.613
12.247,35.609
12.255,35.604
12.255,35.604
12.264,35.599
12.272,35.593
12.29,35.581
12.3,35.573
12.305,35.569
12.31,35.566
12.316,35.56
12.323,35.554
12.324,35.553
12.324,35.553
12.332,35.547
12.339,35.54
12.347,35.532
12.356,35.523
12.367,35.512
12.38,35.499
12.396,35.481
12.4,35.477
12.406,35.47
12.412,35.465
12.42,35.46
12.429,35.456
12.439,35.453
12.445,35.452
12.445,35.452
12.457,35.449
12.468,35.446
12.486,35.439
12.5,35.433
12.506,35.431
12.51,35.43
12.51,35.43
12.516,35.429
12.523,35.43
12.531,35.432
12.54,35.435
12.55,35.439
12.562,35.444
12.576,35.451
12.588,35.456
12.588,35.456
12.6,35.461
12.609,35.465
12.619,35.469
12.63,35.472
12.643,35.475
12.643,35.475
12.657,35.477
12.67,35.478
12.69,35.478
12.7,35.477
12.706,35.477
12.711,35.478
12.719,35.481
12.727,35.484
12.737,35.487
12.748,35.491
12.761,35.495
12.778,35.499
12.8,35.501
12.805,35.501
12.81,35.501
12.817,35.501
12.824,35.5
12.833,35.499
12.842,35.497
12.854,35.495
12.867,35.491
12.884,35.485
12.9,35.479
12.905,35.476
12.91,35.474
12.916,35.471
12.924,35.467
12.932,35.463
12.941,35.457
12.951,35.45
12.964,35.442
12.979,35.43
13,35.413
13.005,35.409
13.01,35.405
13.016,35.399
13.022,35.393
13.022,35.393
13.029,35.387
13.036,35.38
13.044,35.372
13.053,35.363
13.063,35.352
13.075,35.339
13.089,35.322
13.1,35.31
13.107,35.301
13.114,35.293
13.123,35.282
13.132,35.269
13.144,35.253
13.153,35.241
13.153,35.241
13.167,35.221
13.182,35.201
13.2,35.174
13.205,35.167
13.205,35.167
13.212,35.158
13.219,35.151
13.227,35.145
13.236,35.139
13.243,35.135
13.243,35.135
13.254,35.127
13.266,35.12
13.286,35.105
13.3,35.094
13.304,35.09
13.309,35.087
13.314,35.082
13.321,35.076
13.327,35.07
13.331,35.067
13.331,35.067
13.338,35.06
13.346,35.053
13.354,35.044
13.364,35.034
13.375,35.022
13.389,35.007
13.4,34.994
13.406,34.988
13.412,34.983
13.419,34.977
13.427,34.971
13.43,34.968
