timestamp_gnss,timestamp_cam,distance,velocity_imu,velocity_cam,lat_gnss,long_gnss,lat_cam,long_cam
1762457785.3262775,1762463019.626033,4.974354181258717,9.914486799668898,10.152,-22.81862,-47.0639287,-22.8186546,-47.0638978
1762457785.5796115,1762463019.9276729,4.8677677949893985,10.279841606623739,10.152,-22.8186143,-47.0639318,-22.8186474,-47.0639006
1762457785.8287766,1762463020.1248128,4.9698440167924005,10.453699786906736,10.116,-22.8186085,-47.063934499999995,-22.8186432,-47.0639038
1762457786.331792,1762463020.6310854,4.980907417357319,11.99557907014308,10.944,-22.818595199999997,-47.0639385,-22.8186298,-47.0639075
1762457786.5791216,1762463020.932677,4.906438202185063,12.58895775539911,10.944,-22.8185879,-47.0639398,-22.818621699999998,-47.0639089
1762457787.330022,1762463021.538742,5.348572405262837,13.593950695006553,12.168,-22.8185641,-47.0639429,-22.818602499999997,-47.0639113
1762457787.834055,1762463022.0319462,5.329188456203294,14.355719109596883,12.888,-22.818547,-47.0639426,-22.8185856,-47.0639116
1762457788.0824587,1762463022.4251966,4.881303232398708,15.228481070339301,13.607999999999999,-22.8185382,-47.0639417,-22.8185713,-47.063910299999996
1762457788.3306496,1762463022.7295127,4.749836708106549,16.07870864780856,13.607999999999999,-22.818528999999998,-47.0639403,-22.8185598,-47.0639081
1762457788.8322368,1762463023.1253088,5.025353981958499,17.073606927089678,15.659999999999998,-22.818509799999998,-47.063935199999996,-22.8185443,-47.0639034
1762457789.0814836,1762463023.4333217,4.963518253740883,17.609190896965156,15.659999999999998,-22.818500099999998,-47.0639317,-22.818533199999997,-47.0638991
1762457789.3286452,1762463023.6254168,5.0974015724047215,17.81191365532071,15.659999999999998,-22.8184902,-47.063927,-22.818524999999998,-47.063894499999996
1762457789.576773,1762463023.9399366,5.102855255535221,18.06246664184982,16.668,-22.818480299999997,-47.063921799999996,-22.818514,-47.0638879
1762457790.3269107,1762463024.5285513,5.2132437274358265,18.702062551976034,17.388,-22.8184523,-47.0639015,-22.8184912,-47.0638729
1762457790.5755575,1762463024.7250025,5.273187058035257,19.08854494661331,18.18,-22.818443499999997,-47.0638935,-22.8184836,-47.063865799999995
1762457790.8242223,1762463025.0248833,5.188373101440446,19.44877211483461,18.18,-22.818434999999997,-47.063884699999996,-22.8184735,-47.0638559
1762457791.0800982,1762463025.137576,5.461552079492526,19.78557873931929,18.215999999999998,-22.818426799999997,-47.0638751,-22.818471,-47.0638515
1762457791.3278773,1762463025.4257529,5.4582736700275785,20.253395379604406,18.215999999999998,-22.8184188,-47.063865,-22.8184623,-47.06384
1762457791.57553,1762463025.6261704,5.279159700464772,20.8354753569926,19.584000000000003,-22.818411299999998,-47.0638541,-22.8184543,-47.0638319
1762457791.8302279,1762463026.1316676,5.243284292874471,21.51141344181117,20.268,-22.8184042,-47.0638424,-22.8184401,-47.0638091
1762457792.084581,1762463026.4250014,5.344464008911824,22.136896314162904,20.268,-22.818397299999997,-47.0638302,-22.818432599999998,-47.063794699999995
1762457792.8293552,1762463027.1221232,5.193084877934382,23.0665710840482,22.248,-22.8183771,-47.0637914,-22.8184124,-47.0637581
1762457793.5726552,1762463027.8275156,5.169312106441654,24.081971288828015,23.076,-22.818356599999998,-47.06375,-22.8183936,-47.063719299999995
1762457794.3248072,1762463028.5253615,5.005733318709166,22.232295354035077,23.688000000000002,-22.8183358,-47.0637075,-22.818372999999998,-47.063679799999996
1762457794.8274715,1762463029.138777,5.229922267921969,21.37010777688376,22.032,-22.818323,-47.0636805,-22.8183589,-47.0636474
1762457795.5775547,1762463029.8346944,5.158555275453553,23.122125815247927,22.284000000000002,-22.818304899999998,-47.0636392,-22.8183422,-47.0636091
1762457796.3254924,1762463030.5232446,4.948098657900414,24.843934672601737,23.040000000000003,-22.8182869,-47.0635949,-22.818324699999998,-47.063569199999996
1762457796.8304362,1762463031.1301265,5.26009968628708,25.84913990594687,24.192,-22.818274499999998,-47.0635639,-22.8183106,-47.0635306
1762457797.33247,1762463031.721926,5.563711021178419,25.745672604175702,25.524,-22.818262,-47.063531999999995,-22.818296,-47.0634921
1762457798.078895,1762463032.3284554,5.1735732541750625,25.531515402516717,25.704,-22.8182434,-47.0634838,-22.8182808,-47.063453599999995
1762457798.5788202,1762463032.9219131,5.3808753325886025,25.339871847614067,25.632,-22.8182319,-47.063451799999996,-22.8182665,-47.063415
1762457799.330462,1762463033.5239394,5.115656373235195,24.987931684408036,25.344,-22.8182166,-47.063403699999995,-22.818255,-47.063376
1762457799.826847,1762463034.1223006,5.234895646543583,25.09435869830625,24.948,-22.8182075,-47.0633717,-22.8182433,-47.0633384
1762457800.3299122,1762463034.7234087,5.488454051315774,25.14529143636979,24.696,-22.818199,-47.063339199999994,-22.8182325,-47.063299799999996
1762457801.0815265,1762463035.3216121,4.884849433199118,25.18389579328084,24.804,-22.8181881,-47.063289999999995,-22.818223,-47.063260899999996
1762457801.577616,1762463035.9279852,5.214210108993499,25.302366087965407,25.02,-22.818182,-47.0632568,-22.8182154,-47.063221
1762457802.3280737,1762463036.5290496,4.661483649904441,25.363896681265267,24.768,-22.818174199999998,-47.0632065,-22.8182094,-47.0631816
1762457802.831224,1762463037.1249485,5.021948121454027,25.7217705831477,25.38,-22.8181703,-47.0631724,-22.818204599999998,-47.063140399999995
1762457803.334538,1762463037.7249963,5.526487786821665,26.267149243137915,25.164,-22.8181673,-47.0631377,-22.8182017,-47.0630987
1762457804.0860636,1762463038.3304212,4.834407689854238,26.816703226874395,25.92,-22.818164,-47.0630847,-22.818199099999998,-47.0630567
1762457804.5810697,1762463038.9280252,5.27293236201962,27.263875939746082,26.568,-22.818161999999997,-47.063048599999995,-22.8181965,-47.0630132
1762457805.3328018,1762463039.530166,4.548006866946975,27.74701741681235,27.036,-22.818159299999998,-47.0629931,-22.8181937,-47.0629689
1762457805.837064,1762463040.1344318,5.018716748985209,28.04082054688263,27.324,-22.818157799999998,-47.062955599999995,-22.8181919,-47.062923399999995
1762457806.338778,1762463040.726812,5.548661109962561,28.384397206250156,27.828000000000003,-22.8181565,-47.0629178,-22.8181904,-47.062878
1762457807.0902843,1762463041.3316388,4.769669073445003,28.674360738587293,28.224,-22.8181549,-47.062860199999996,-22.8181892,-47.0628321
1762457807.5796454,1762463041.9358225,5.330669117741863,28.85010026360896,28.512,-22.8181536,-47.0628217,-22.818188199999998,-47.0627856
1762457808.329853,1762463042.5305984,4.455658207741614,29.044830629030326,28.656,-22.8181513,-47.0627633,-22.8181847,-47.062739099999995
1762457808.8266852,1762463043.038864,4.527529174851027,29.093932090231807,28.8,-22.81815,-47.062723999999996,-22.8181843,-47.0627
1762457809.330745,1762463043.5322316,4.479769791672397,29.113001964973286,28.980000000000004,-22.8181487,-47.0626849,-22.8181823,-47.0626606
1762457809.8325315,1762463044.1375961,5.01038958361023,29.074126651516647,28.907999999999998,-22.8181476,-47.0626457,-22.8181816,-47.0626135
1762457810.336909,1762463044.7321432,5.533700168092795,28.970344910204346,28.872,-22.818147,-47.0626065,-22.8181807,-47.0625667
1762457810.832423,1762463045.2293317,5.518964153654047,28.88312958488277,28.836,-22.8181464,-47.0625675,-22.8181798,-47.062527599999996
1762457811.5821466,1762463045.845321,4.740730471253606,28.813969377356457,28.764000000000003,-22.8181455,-47.0625091,-22.8181794,-47.0624809
1762457812.094522,1762463046.438177,5.2052543819140356,28.912681692202725,28.728,-22.8181449,-47.0624703,-22.818178,-47.0624343
1762457812.837612,1762463047.036538,4.564903256656128,28.83266519513718,28.8,-22.8181437,-47.062411999999995,-22.818178099999997,-47.0623875
1762457813.3326356,1762463047.6407197,5.002072995206629,28.821644679543702,28.764000000000003,-22.8181424,-47.062373199999996,-22.818176299999998,-47.062340999999996
1762457813.8362467,1762463048.2288797,5.556667219382024,28.850193740775097,28.836,-22.8181412,-47.0623344,-22.818174799999998,-47.0622942
1762457814.5875013,1762463048.8367279,4.770808408133068,28.803662788255572,28.656,-22.8181399,-47.0622762,-22.818174,-47.062247799999994
1762457815.0920143,1762463049.43301,5.291743948985236,28.825995663378357,28.584000000000003,-22.818139199999997,-47.0622374,-22.8181734,-47.0622014
1762457815.8345218,1762463050.0428505,4.54800706664455,28.9490128886752,28.62,-22.8181382,-47.062179099999994,-22.8181726,-47.062154899999996
1762457816.3377337,1762463050.6318643,5.0219486226253425,29.010150395474394,28.728,-22.8181376,-47.062140199999995,-22.8181719,-47.0621082
1762457816.8336604,1762463051.1289504,5.0135777595802855,29.053665459818724,28.728,-22.8181367,-47.0621011,-22.8181709,-47.062069099999995
1762457817.3371787,1762463051.740307,5.563670641955876,29.173189533134835,28.8,-22.818135899999998,-47.0620622,-22.81817,-47.0620224
1762457817.8330958,1762463052.2297003,5.578727294639954,29.165832388473518,28.944,-22.8181352,-47.062022999999996,-22.8181695,-47.0619832
1762457818.335905,1762463052.7310987,5.556135958711494,29.059184473133868,28.944,-22.8181343,-47.0619838,-22.818168399999998,-47.0619441
1762457818.8324738,1762463053.2220974,5.57872733060758,29.077088145337836,29.016000000000002,-22.8181335,-47.0619446,-22.818167799999998,-47.0619048
1762457819.335182,1762463053.728122,5.586337110641996,29.08278591383538,28.980000000000004,-22.8181329,-47.0619054,-22.8181674,-47.0618657
1762457819.8385856,1762463054.230868,5.586250475859543,29.030883697238878,28.980000000000004,-22.818132,-47.0618664,-22.818166299999998,-47.061826499999995
1762457820.3347015,1762463054.7333472,5.608845593571517,29.11467189371399,29.016000000000002,-22.8181311,-47.061827199999996,-22.8181656,-47.0617872
1762457821.0853639,1762463055.325522,4.757279669511381,29.12486868016455,28.764000000000003,-22.818129799999998,-47.0617685,-22.8181641,-47.0617406
1762457821.580618,1762463055.8240523,4.783847834800889,29.0962186274482,28.944,-22.8181288,-47.061729299999996,-22.8181634,-47.0617014
1762457822.0926728,1762463056.3221626,4.837767184539808,29.07352151933242,29.016000000000002,-22.818127699999998,-47.061690299999995,-22.8181627,-47.0616621
1762457822.5886269,1762463056.9264538,5.312154279856593,29.05532773323048,28.692,-22.818126499999998,-47.0616513,-22.818161399999997,-47.0616158
1762457823.0910058,1762463057.524009,5.779834929977616,29.013032352434976,28.656,-22.8181255,-47.0616122,-22.818159299999998,-47.061569299999995
1762457823.8277924,1762463058.0368676,4.655675791325526,29.04309919245706,28.872,-22.8181227,-47.061553599999996,-22.8181586,-47.06153
1762457824.0830097,1762463058.5217307,5.80982426087593,29.117277222357277,28.872,-22.8181224,-47.061533999999995,-22.8181564,-47.061490899999995
1762457824.5785494,1762463059.0276468,5.8548122477748255,29.17404910197454,28.980000000000004,-22.818121599999998,-47.0614949,-22.8181559,-47.0614515
1762457825.3300633,1762463059.625183,4.96200201140553,29.201811071901854,28.907999999999998,-22.8181199,-47.061436,-22.8181542,-47.0614049
1762457825.8277576,1762463060.237502,5.559555200966848,29.164797060126833,28.764000000000003,-22.8181193,-47.061396699999996,-22.818154699999997,-47.061358299999995
1762457826.3321602,1762463060.7298372,5.5668392044271755,29.11940160350156,28.944,-22.8181184,-47.0613576,-22.818153799999997,-47.0613191
1762457826.8281376,1762463061.2219996,5.504810019049677,29.147122695108756,28.980000000000004,-22.8181171,-47.0613184,-22.818151699999998,-47.061279899999995
1762457827.585583,1762463061.8261442,4.510851226042307,29.16328423402146,28.764000000000003,-22.818115799999998,-47.0612595,-22.8181485,-47.0612333
1762457828.089112,1762463062.3214724,4.520433365680829,29.164697648188504,29.088,-22.818115,-47.061220299999995,-22.8181476,-47.0611938
1762457828.5851126,1762463062.924415,5.144730186006328,29.151981647088256,28.62,-22.8181141,-47.0611809,-22.8181489,-47.0611477
1762457829.086311,1762463063.3331566,4.615315329850428,29.278612270049972,29.088,-22.818113,-47.061141799999994,-22.818147,-47.061115799999996
1762457829.5782962,1762463063.82512,4.591311700437224,29.080240232987506,29.016000000000002,-22.8181121,-47.061102399999996,-22.818145899999998,-47.0610765
1762457830.0874956,1762463064.4289606,5.06456724714986,28.335439738885466,28.872,-22.8181115,-47.061063399999995,-22.8181449,-47.0610297
1762457830.6513133,1762463065.0300193,5.801405626103636,27.693764004595064,28.512,-22.818109699999997,-47.0610266,-22.818143799999998,-47.0609837
1762457831.342152,1762463065.6332743,4.815746945774305,26.857947858486543,27.576,-22.8181086,-47.0609708,-22.8181414,-47.060939999999995
1762457831.8373353,1762463066.2212775,5.277597838620245,25.79478170195483,26.568,-22.8181077,-47.0609348,-22.81814,-47.060897
1762457832.5963178,1762463066.8292131,4.505320333226369,24.376896731019233,25.632,-22.8181063,-47.060882899999996,-22.818138299999998,-47.0608558
1762457833.094492,1762463067.4301217,4.951058735106167,23.779228150986345,24.912,-22.8181057,-47.0608497,-22.8181375,-47.0608158
1762457833.8368657,1762463068.1265166,4.6983481854071965,24.23283692433825,24.264000000000003,-22.8181047,-47.0608003,-22.8181369,-47.0607705
1762457834.3334572,1762463068.7311332,5.112172059747214,24.878073033796216,24.624,-22.818104299999998,-47.0607666,-22.818136,-47.0607304
1762457835.0914457,1762463069.3375175,4.421455602896304,25.478626340416355,25.344,-22.8181033,-47.0607149,-22.8181352,-47.060688999999996
1762457835.5801575,1762463069.9370263,4.84924808491867,25.872981049553495,25.740000000000002,-22.8181026,-47.060679699999994,-22.8181342,-47.060646999999996
1762457836.3333046,1762463070.535889,4.053396033069824,26.351627173000978,25.992,-22.8181028,-47.060626,-22.8181335,-47.0606045
1762457836.8363094,1762463071.139814,4.61062595055145,26.881249208575504,26.82,-22.8181033,-47.060589799999995,-22.8181342,-47.0605597
1762457837.3386617,1762463071.7381947,5.172448721937714,27.50361905932817,27.144000000000002,-22.8181045,-47.060553,-22.818135899999998,-47.060515699999996
1762457838.0895417,1762463072.3395202,4.408709288752225,28.03529514650892,27.684,-22.818106099999998,-47.0604969,-22.8181375,-47.0604705
1762457838.5921543,1762463072.9290228,4.8889328249931525,28.477316538811365,27.936,-22.8181071,-47.0604588,-22.8181382,-47.060424999999995
1762457839.3438118,1762463073.53908,3.980677265900928,28.632043426339344,28.296000000000003,-22.8181107,-47.060400699999995,-22.8181403,-47.0603787
1762457839.8412182,1762463074.1373196,4.491844987751352,28.64716255960262,28.584000000000003,-22.8181111,-47.0603621,-22.8181408,-47.0603323
1762457840.3422596,1762463074.7299209,5.055603097616633,28.74720400715126,28.368,-22.818111,-47.0603233,-22.8181407,-47.0602859
1762457841.1249957,1762463075.3396108,4.175529483261198,28.814523538768405,28.584000000000003,-22.8181104,-47.060265,-22.8181397,-47.0602394
1762457841.589876,1762463075.9341397,4.813496422357606,28.757680874917423,28.62,-22.8181092,-47.0602261,-22.818139799999997,-47.060192799999996
1762457842.093723,1762463076.5264187,5.2780019435322,28.928005410167472,28.656,-22.818108,-47.060187,-22.818137,-47.0601462
1762457842.8376698,1762463077.0379229,3.9736965302446925,29.130431265137613,28.728,-22.8181071,-47.0601285,-22.818137,-47.060107099999996
1762457843.3401017,1762463077.5361018,4.0149148585818635,29.12088374067983,28.907999999999998,-22.818105799999998,-47.060089399999995,-22.818135899999998,-47.060067599999996
1762457843.8349464,1762463078.1321228,4.494179853463674,29.17716859158308,28.872,-22.8181045,-47.0600502,-22.818134399999998,-47.0600206
1762457844.3318217,1762463078.6281257,4.307924169959824,29.220778353546784,29.268000000000004,-22.8181041,-47.060010999999996,-22.818131299999997,-47.059981
1762457844.8343039,1762463079.1299553,4.231177981982392,29.22829392839632,29.124,-22.8181042,-47.059971999999995,-22.81813,-47.059941599999995
1762457845.338572,1762463079.6427827,4.352453430617942,29.18987392262891,28.907999999999998,-22.8181042,-47.0599328,-22.8181315,-47.0599023
1762457845.8417609,1762463080.1260822,4.367247128522912,29.179679277611363,29.088,-22.818105,-47.0598935,-22.8181323,-47.0598628
1762457846.344491,1762463080.6329448,4.428189235122344,29.137232689720957,28.944,-22.818106999999998,-47.0598546,-22.8181349,-47.059823699999995
1762457846.841267,1762463081.1341255,4.451912109649101,29.2194379357511,28.944,-22.8181106,-47.0598155,-22.818138899999997,-47.059784699999994
1762457847.337511,1762463081.6422174,4.499622461500044,29.158461423355682,28.944,-22.8181144,-47.0597764,-22.8181434,-47.0597457
1762457847.8408635,1762463082.1233168,4.525076504169278,29.238682078450978,28.944,-22.818119,-47.059737299999995,-22.8181485,-47.0597068
1762457848.3423402,1762463082.6323218,4.561538281316005,29.131437451078284,29.052000000000003,-22.8181239,-47.0596987,-22.818153499999998,-47.0596678
1762457848.8393009,1762463083.1336815,4.59173237901551,29.10144829046856,29.052000000000003,-22.8181281,-47.0596597,-22.8181579,-47.059628599999996
1762457849.3348815,1762463083.6257484,4.59173234586082,28.646435659795717,28.836,-22.818130099999998,-47.0596208,-22.818159899999998,-47.0595897
1762457849.8447475,1762463084.1390193,4.520632312550983,26.990446646483083,28.548,-22.8181273,-47.0595824,-22.8181562,-47.059551299999995
1762457850.0939968,1762463084.4355505,4.860004429892781,26.05797082126344,28.548,-22.8181236,-47.0595645,-22.8181521,-47.0595285
1762457850.3426783,1762463084.623091,4.459714713251522,25.41193412718511,27.036,-22.8181185,-47.0595472,-22.8181469,-47.0595164
1762457850.5911646,1762463084.8230157,4.381627205095365,24.757097283697274,27.036,-22.818112,-47.0595311,-22.818141699999998,-47.0595029
1762457850.8445134,1762463085.0227156,4.406310881238321,24.191151929009944,27.036,-22.818104299999998,-47.0595163,-22.818135599999998,-47.059489799999994
1762457851.0928342,1762463085.2323444,4.375065854204921,23.3028708917429,25.524,-22.8180954,-47.0595035,-22.818128599999998,-47.0594804
1762457851.3410103,1762463085.4235952,4.6239216132004595,22.204352752593717,25.524,-22.818085,-47.059492399999996,-22.8181209,-47.0594694
1762457851.5957205,1762463085.623065,4.715805781578497,21.38990523425312,23.291999999999998,-22.8180741,-47.0594828,-22.8181127,-47.0594634
1762457851.8378897,1762463085.8234448,4.974628412486042,20.711566923486384,23.291999999999998,-22.8180625,-47.059475299999995,-22.8181035,-47.0594555
1762457852.0920453,1762463086.223334,4.606065401233048,20.096519623207655,21.996000000000002,-22.8180506,-47.059469199999995,-22.8180852,-47.059444299999996
1762457852.3395407,1762463086.4283986,4.797371791579869,19.73783208771802,21.996000000000002,-22.8180384,-47.0594648,-22.818075,-47.0594398
1762457852.5887873,1762463086.6233315,5.113178896670505,19.575159933508733,20.736,-22.818026,-47.0594618,-22.8180662,-47.0594373
1762457852.843538,1762463087.0238101,4.49394645533683,19.657080350912924,20.736,-22.818013399999998,-47.0594603,-22.8180457,-47.0594338
1762457853.0977342,1762463087.3380647,4.354236766939299,19.718210525171607,20.16,-22.8180008,-47.0594598,-22.8180315,-47.059433299999995
1762457853.346772,1762463087.5233788,4.5643655966227605,19.81733691884498,20.16,-22.817988099999997,-47.0594603,-22.8180214,-47.0594341
1762457853.5879421,1762463087.92296,3.8783868277858824,20.076260953781183,20.196,-22.817975,-47.059461,-22.818001499999998,-47.059436299999994
1762457853.841281,1762463088.127275,4.193718347280876,20.30277017259598,21.096,-22.817961699999998,-47.0594621,-22.8179902,-47.059435199999996
1762457854.5918338,1762463088.8256464,4.5070788203702055,21.44441375496682,21.528000000000002,-22.8179208,-47.0594641,-22.817952599999998,-47.0594367
1762457855.0969949,1762463089.5318232,3.6347617580428535,22.157264527338562,22.248,-22.817892399999998,-47.0594635,-22.8179133,-47.0594362
1762457855.5922863,1762463089.8271325,4.485495413561017,22.205801071676444,23.112000000000002,-22.8178637,-47.059461299999995,-22.817895099999998,-47.0594337
1762457856.339492,1762463090.550095,4.7388048525466795,21.613466843250873,22.608,-22.817821799999997,-47.059456499999996,-22.8178561,-47.0594289
1762457856.843088,1762463091.2257762,3.9378845986134303,21.273028881190466,21.672,-22.8177949,-47.059452799999995,-22.8178187,-47.059424299999996
